	juridisch/adj	verblijf_status/noun	regel/noun	alleen/adj	algemeen/adj	biljet/noun	stem/noun	dit/det	rechtbank/noun	nog/adv	onbeperkt/adj	toelating/noun	vergunning/noun	adres/noun	werk_vergunning/noun	altijd/adv	aanbieding/noun	reservatie/noun	frank/noun	identiteitsbewijs/noun	handtekening/noun	document/noun	aanbesteding/noun	die/det	licentie/noun	reis_pas/noun	vonnis/noun	eind_uitslag/noun	exploitatie_vergunning/noun	typering/noun	argument/noun	slechts/adv	euro/noun	en/vg	door/adj	verzoek/noun	ticket/noun	huur_contract/noun	uitslag/noun	boord_document/noun	kaart/noun	gezien/adj	ze/pron	voorwaarde/noun	niet/adv	wijze/noun	rijbewijs/noun	abonnement/noun	wet/noun	arbeid_vergunning/noun	tarief/noun	bon/noun	strip_kaart/noun	jaar/noun	betaal_middel/noun	enkel/adj	universeel/adj	advies/noun	trein_kaart_DIM/noun	wagen/noun	wil_beschikking/noun	stem_biljet/noun	reden/noun	lid_kaart/noun	treffer/noun	papier/noun	excuus/noun	paspoort/noun	onverminderd/adj	vervoer_bewijs/noun	poging/noun	besluit/noun	kandidatuur/noun	verzekering/noun	alternatief/noun	bouw_aanvraag/noun	gewoon/adj	verblijfsvergunning/noun	huwelijk/noun	ten/adv	verklaring/noun	bekentenis/noun	principe/noun	accoord/noun	arrangement/noun	status/noun	offerte/noun	referendum/noun	alibi/noun	conventie/noun	dagvaarding/noun	enquête/noun	lang/adj	visum/noun	uitkomst/noun	rede/noun	Habibie/name	goedkeuring/noun	bod/noun	diploma/noun	gemeente/noun	wereldwijd/adj	doelpunt/noun	overeenkomst/noun	toestemming/noun	patent/noun	goal/noun
dagvaarding/noun	0.7326002	0.90078646	0.8505765	0.8546988	0.8821517	0.82623464	0.9183247	0.8328702	0.62605566	0.88212276	0.87791556	0.84366524	0.78330815	0.78198266	0.8522216	0.91172254	0.85682875	0.93889046	0.90521103	0.83474255	0.80923015	0.6974021	0.8211671	0.80475783	0.81778824	0.8728727	0.66224945	0.89519316	0.84342927	0.8991447	0.817189	0.88744587	0.91190237	0.88397455	0.9231344	0.67765635	0.8793909	0.83792865	0.8511664	0.86967313	0.8407545	0.9065308	0.79366034	0.821914	0.8398764	0.86963403	0.8356974	0.88686156	0.8097237	0.8531097	0.8656352	0.8085208	0.8937434	0.9037679	0.9343505	0.79159117	0.8861527	0.7742008	0.9020637	0.91705614	0.88789487	0.7584068	0.87413424	0.88369966	0.91905016	0.8242205	0.8322022	0.7876055	0.8843854	0.8619994	0.84578	0.7597824	0.8249072	0.85577095	0.9118565	0.798247	0.87362874	0.81101567	0.8879084	0.82147264	0.7740621	0.7367033	0.85551834	0.78903854	0.899961	0.9100865	0.79359436	0.8426155	0.84275556	0.84883106	0.0	0.8490239	0.9051032	0.79447013	0.82891905	0.826	0.8619057	0.7954273	0.82321644	0.8389375	0.7983715	0.9016807	0.9227441	0.8121723	0.8319011	0.8719873	0.9177207
enquête/noun	0.8219421	0.9223801	0.8608767	0.8449621	0.8273802	0.88074476	0.89994353	0.81627744	0.8954229	0.9110982	0.86732626	0.8534327	0.893294	0.83469176	0.91923684	0.9126332	0.8650199	0.92989385	0.93680483	0.8826089	0.8687928	0.75259995	0.8068635	0.8301391	0.8980876	0.91726065	0.81932676	0.9045216	0.93684006	0.90483487	0.83793163	0.8464898	0.93723595	0.8588823	0.90469474	0.7890025	0.9149578	0.89786506	0.8139903	0.9407471	0.8984696	0.90013725	0.8804282	0.88709676	0.88931036	0.81924844	0.9075034	0.8552772	0.85918844	0.9328706	0.8591591	0.8561624	0.92889667	0.89942384	0.90181553	0.8003532	0.87092996	0.74609435	0.91438204	0.9460154	0.896273	0.8425205	0.9019911	0.8609688	0.9394625	0.87854385	0.879349	0.89618266	0.89109164	0.9009254	0.8995388	0.82121676	0.8345578	0.8518563	0.87662506	0.8716709	0.9169154	0.87764335	0.8963062	0.82256585	0.75710696	0.8340224	0.8760107	0.86315536	0.8731363	0.8745403	0.82189244	0.7532438	0.8646302	0.8671777	0.8490239	0.0	0.9449304	0.9062087	0.71988946	0.85638976	0.8782687	0.84930277	0.87248814	0.8724453	0.8098011	0.83798033	0.9548955	0.8392483	0.85667014	0.90299726	0.9517784
lang/adj	0.8825033	0.91561794	0.91306466	0.8613061	0.9269386	0.91426855	0.92290175	0.89519536	0.9486697	0.7271633	0.8436283	0.88810337	0.90586245	0.92870337	0.90789056	0.7737422	0.9002572	0.9391271	0.95342374	0.9513324	0.9125708	0.91485405	0.89970547	0.79023457	0.9249045	0.92332494	0.9284897	0.9115863	0.9501922	0.9126415	0.9083361	0.8058896	0.9549594	0.80776054	0.8225025	0.92449224	0.9111657	0.9270898	0.887665	0.9484527	0.9249413	0.900094	0.75158376	0.91902465	0.84792423	0.91184473	0.92589545	0.91351753	0.9276078	0.9441261	0.90899944	0.90095645	0.93894994	0.7707413	0.94564116	0.8581737	0.91814756	0.947461	0.90993637	0.89113224	0.92770815	0.9171894	0.9128351	0.9720684	0.9038383	0.8864259	0.9097086	0.9154131	0.8609794	0.9266282	0.91756386	0.9232688	0.9174003	0.91099447	0.8720839	0.9134493	0.79063296	0.88332397	0.8683391	0.871187	0.923191	0.91431	0.8880315	0.9126138	0.89283633	0.9089426	0.93223715	0.9153436	0.89467096	0.90661263	0.9051032	0.9449304	0.0	0.8887489	0.8737712	0.8715395	0.90275043	0.9135034	0.9286788	0.93119204	0.9281538	0.90392953	0.9210463	0.918553	0.91421145	0.9162167	0.90286213
visum/noun	0.80555534	0.7213946	0.8397392	0.82779706	0.8955258	0.75747174	0.9136749	0.8914719	0.8434416	0.88885856	0.7822209	0.68700206	0.5740029	0.7826757	0.49719793	0.88239354	0.8398192	0.8670723	0.8900611	0.6704105	0.7479596	0.6807425	0.81420684	0.8402206	0.6497378	0.6122416	0.8651396	0.9329854	0.7178747	0.91668445	0.8613731	0.8536841	0.88068146	0.843222	0.8867868	0.73855996	0.73692894	0.806713	0.9059971	0.83319616	0.8000407	0.9013309	0.8124292	0.7931566	0.8642751	0.8701253	0.6553139	0.76662153	0.8147936	0.63476574	0.86723036	0.8113219	0.835442	0.89643806	0.85083073	0.8034489	0.8846489	0.8162602	0.8037755	0.8966806	0.89391947	0.7875074	0.86381054	0.82895225	0.93134195	0.74183095	0.83196396	0.44302785	0.8690226	0.79274225	0.8660283	0.8334805	0.84141743	0.79428464	0.89311236	0.80756414	0.88657767	0.46732146	0.8264291	0.8544327	0.81485486	0.86385787	0.84471434	0.8218318	0.876052	0.7907318	0.81223243	0.8210039	0.79991543	0.8573666	0.79447013	0.9062087	0.8887489	0.0	0.8995343	0.84707195	0.85972655	0.7794605	0.8568623	0.7626442	0.8045499	0.8811082	0.9274895	0.8471358	0.71636707	0.78771585	0.92041177
uitkomst/noun	0.72696185	0.90531063	0.81565773	0.8087009	0.80759335	0.8896629	0.85313404	0.74344754	0.8555329	0.8157986	0.8682552	0.8311994	0.8650738	0.8832618	0.900197	0.833449	0.85316414	0.9435969	0.9579613	0.9343004	0.8967228	0.79730606	0.83385706	0.74751747	0.8830531	0.9288265	0.68522036	0.7786713	0.9143433	0.88663864	0.7526146	0.84657836	0.94799715	0.84364223	0.8891734	0.8055536	0.9338953	0.88937134	0.53643024	0.95739615	0.93710196	0.8077827	0.83919525	0.8105968	0.7796287	0.74440527	0.91526484	0.8956094	0.8125851	0.91740406	0.81902325	0.9013594	0.9383202	0.9164551	0.90467834	0.78468716	0.8234236	0.7541681	0.9145486	0.95882	0.9072403	0.841684	0.80182856	0.9486029	0.91078115	0.8914712	0.85770714	0.9007752	0.8467571	0.9208587	0.8706461	0.6510315	0.7876373	0.8669149	0.79534394	0.85466695	0.9001624	0.88290834	0.88988113	0.79121804	0.7258062	0.8010783	0.8035436	0.78101194	0.8673403	0.8168868	0.8170744	0.7738927	0.8429716	0.81448954	0.82891905	0.71988946	0.8737712	0.8995343	0.0	0.78401375	0.8340253	0.79260796	0.82290244	0.9110812	0.8537559	0.857676	0.93285316	0.79278445	0.8722452	0.8223276	0.9206783
rede/noun	0.77668	0.88641036	0.81057084	0.79268897	0.77782005	0.85435104	0.80073506	0.83500075	0.8438169	0.8550806	0.81089973	0.8049779	0.83233947	0.85771245	0.8785219	0.7772839	0.8479092	0.9173811	0.9484784	0.8659928	0.8628938	0.8171196	0.8614259	0.74897426	0.8481382	0.9109642	0.74857354	0.895926	0.9140674	0.83847034	0.71478045	0.833876	0.9300732	0.74742615	0.8422334	0.77848303	0.9253193	0.8715362	0.84105945	0.907481	0.9172307	0.7938177	0.76422143	0.81760085	0.8100306	0.7370167	0.88539404	0.87598145	0.7841993	0.9091165	0.8538065	0.8497009	0.922816	0.8890917	0.8923054	0.767918	0.7306527	0.83025455	0.9210938	0.8757256	0.89945865	0.8494498	0.4929635	0.9111897	0.89794177	0.87465525	0.7593547	0.8587199	0.80241704	0.9010329	0.7989344	0.7229473	0.77133447	0.82120436	0.81580055	0.88395643	0.8581277	0.8529625	0.7971854	0.81712556	0.71893144	0.7966181	0.76985604	0.80978775	0.8589998	0.8032251	0.8692721	0.78378046	0.8347206	0.78207016	0.826	0.85638976	0.8715395	0.84707195	0.78401375	0.0	0.8152339	0.8269693	0.84773105	0.87395567	0.8624746	0.8206481	0.9079483	0.8201562	0.83231866	0.84366906	0.9074801
Habibie/name	0.8041408	0.927726	0.8748547	0.85955215	0.85199183	0.90682644	0.84159476	0.8637792	0.83825004	0.88669354	0.867121	0.878265	0.9023415	0.9313889	0.91341513	0.87145555	0.92280716	0.9451214	0.9605223	0.923897	0.86748576	0.86422324	0.87800586	0.8133443	0.8835949	0.9411262	0.81897974	0.8745684	0.9254575	0.90892863	0.83720374	0.8702046	0.94121355	0.87606364	0.924967	0.82318074	0.92268586	0.8951933	0.8557499	0.95224935	0.9471184	0.89298517	0.8201282	0.84919226	0.85754395	0.8662146	0.91379315	0.9226915	0.8349809	0.9416311	0.9200202	0.8928082	0.89781344	0.88428646	0.911152	0.84614855	0.8882281	0.8738039	0.91613644	0.94723684	0.887316	0.8530183	0.87628794	0.9174417	0.9211351	0.897289	0.83110285	0.9042219	0.8445618	0.92840034	0.8115776	0.7725926	0.73719203	0.91288555	0.89030915	0.9002134	0.93229014	0.8915295	0.8590029	0.8453294	0.82641566	0.85111296	0.8443316	0.81395674	0.92947966	0.8746387	0.8762648	0.71933645	0.8790253	0.8085659	0.8619057	0.8782687	0.90275043	0.85972655	0.8340253	0.8152339	0.0	0.84170073	0.8651234	0.9197251	0.8429189	0.87832725	0.9343375	0.8623347	0.87084925	0.89583206	0.9287868
goedkeuring/noun	0.7151195	0.8558228	0.7761406	0.83582157	0.76663774	0.889809	0.8384006	0.82044315	0.7922548	0.8788205	0.8299345	0.6197033	0.68011475	0.8934724	0.791631	0.9114088	0.86825466	0.91474634	0.89501953	0.8671562	0.72590923	0.77655786	0.72230065	0.81981504	0.7453527	0.86692286	0.7527315	0.885067	0.7869113	0.92514116	0.7905947	0.87472624	0.88457423	0.86744714	0.91368926	0.6670637	0.9116801	0.8106259	0.841607	0.9336549	0.9155507	0.86268544	0.8965359	0.6526427	0.89411175	0.8772353	0.85669917	0.86760116	0.6859444	0.83600163	0.83276904	0.89342904	0.93372613	0.90357023	0.8664068	0.7658946	0.875096	0.6358588	0.8924183	0.9594805	0.8509757	0.8839401	0.85721195	0.8573829	0.93579125	0.8755994	0.8262232	0.83138216	0.8508373	0.8982911	0.88039726	0.5713526	0.7137443	0.7948433	0.88079315	0.7294536	0.938028	0.7431022	0.8222942	0.8335182	0.77545273	0.8372602	0.78292704	0.57186604	0.9111437	0.80484295	0.80119175	0.64767075	0.86580276	0.7772781	0.7954273	0.84930277	0.9135034	0.7794605	0.79260796	0.8269693	0.84170073	0.0	0.7835268	0.85709107	0.73357844	0.8524197	0.9442663	0.69632614	0.5348029	0.82600164	0.94326186
bod/noun	0.82485616	0.9191653	0.86897564	0.8612751	0.8567122	0.8681521	0.8900205	0.83793294	0.8415919	0.86252093	0.8771877	0.83326656	0.8110981	0.90093625	0.8775455	0.9008798	0.7455312	0.9159773	0.84563744	0.91222376	0.87453234	0.8658652	0.79552174	0.8501121	0.7473463	0.92522067	0.7877751	0.8805102	0.85187364	0.9222334	0.8418126	0.8554524	0.8001058	0.90742975	0.9219496	0.7220249	0.8939172	0.8375483	0.84287435	0.9426257	0.92753416	0.90549964	0.8856673	0.7830988	0.87043375	0.865494	0.8973516	0.846794	0.8478165	0.8960664	0.77360857	0.9010043	0.9425566	0.86380625	0.86996496	0.84197795	0.9133991	0.7477359	0.9056137	0.9606753	0.89746433	0.8819394	0.8947698	0.9111989	0.89415145	0.9168043	0.8580943	0.86564386	0.87653154	0.9067142	0.8410201	0.7415881	0.68641114	0.8354313	0.80777544	0.7674705	0.9217361	0.8535462	0.84126115	0.8255964	0.8203868	0.8395698	0.861446	0.7046993	0.90508205	0.8553871	0.74722385	0.78129625	0.9075426	0.8779291	0.82321644	0.87248814	0.9286788	0.8568623	0.82290244	0.84773105	0.8651234	0.7835268	0.0	0.8932468	0.83846635	0.85317045	0.92138654	0.6906388	0.84873617	0.8343892	0.9155042
diploma/noun	0.8700089	0.86749995	0.86822414	0.819397	0.80431503	0.82871056	0.870402	0.8927785	0.9185393	0.8829297	0.8489089	0.7804647	0.7932597	0.85548156	0.7793682	0.86924064	0.83015424	0.90817267	0.8961368	0.7798785	0.80758154	0.79649156	0.8806522	0.82776374	0.68962467	0.8231467	0.9045349	0.9013853	0.8882194	0.9190302	0.87088823	0.8455516	0.8978956	0.76495886	0.8929682	0.89707947	0.83052593	0.8768788	0.89605916	0.89298266	0.8595553	0.8538549	0.81183904	0.8527598	0.8712162	0.8675894	0.762227	0.8444717	0.88097835	0.8125089	0.8581056	0.8187505	0.8937162	0.86809975	0.90091974	0.79203755	0.853146	0.8390161	0.8839534	0.9320428	0.91706496	0.8448865	0.92002606	0.8456806	0.9367774	0.8094189	0.89818525	0.7601869	0.9079873	0.86833805	0.9379605	0.9236983	0.8034152	0.8064647	0.86871016	0.9086063	0.85065883	0.75364614	0.87473226	0.8543277	0.8799355	0.90652466	0.8286577	0.90962666	0.8890117	0.7860713	0.8521758	0.9120274	0.8795578	0.875957	0.8389375	0.8724453	0.93119204	0.7626442	0.9110812	0.87395567	0.9197251	0.85709107	0.8932468	0.0	0.85305035	0.86048585	0.9264803	0.89498377	0.88463014	0.83560514	0.92373693
gemeente/noun	0.69961226	0.8258298	0.76869065	0.7985533	0.7958212	0.8500581	0.92657447	0.82351035	0.7911279	0.89951897	0.7810759	0.7072216	0.6149838	0.8138435	0.81703377	0.923276	0.8519666	0.8976357	0.73702836	0.8592263	0.80382055	0.79807115	0.65188646	0.7757429	0.75066817	0.8450326	0.8303029	0.93427503	0.7410046	0.9435655	0.8602243	0.8403801	0.7375447	0.7831874	0.89484185	0.7498447	0.8427626	0.7469039	0.92432356	0.9164006	0.88910854	0.89162076	0.8212208	0.67555	0.88363725	0.8434396	0.8598859	0.7663418	0.756264	0.8582202	0.70321363	0.8388412	0.86563426	0.86359376	0.8418475	0.72857946	0.8687106	0.7158987	0.8193476	0.86970663	0.87850326	0.85101384	0.89270556	0.85298723	0.9447104	0.86699796	0.89454925	0.8518491	0.8568721	0.86598337	0.9210049	0.78749	0.81561905	0.6729676	0.83098215	0.68707055	0.9025862	0.76835763	0.8802124	0.79392827	0.8678719	0.91392803	0.75331515	0.77645314	0.86198163	0.84788567	0.73817754	0.80069196	0.8782738	0.8326036	0.7983715	0.8098011	0.9281538	0.8045499	0.8537559	0.8624746	0.8429189	0.73357844	0.83846635	0.85305035	0.0	0.81947744	0.95522034	0.7638162	0.76730514	0.84557384	0.9519276
wereldwijd/adj	0.81355655	0.92816395	0.8580642	0.77515864	0.72905856	0.81828046	0.87986684	0.7854621	0.946477	0.8923829	0.74972016	0.8307751	0.8509951	0.85538536	0.9022399	0.8924776	0.832153	0.9145628	0.83695877	0.88628435	0.86217624	0.8355518	0.85492766	0.76646805	0.7758949	0.91943336	0.8988212	0.91517884	0.92832774	0.9003418	0.85006654	0.8045485	0.78125954	0.7300476	0.84344834	0.90688145	0.8546292	0.918505	0.90866965	0.9470297	0.87062234	0.82900876	0.87954324	0.8349582	0.91686726	0.8239763	0.9252767	0.7799727	0.85469615	0.92362905	0.77748406	0.85197425	0.89852273	0.75888	0.82759035	0.78119224	0.74220085	0.8875153	0.8604306	0.92653966	0.95077103	0.88967663	0.88029283	0.89519256	0.9254097	0.8783463	0.8966193	0.8724086	0.72672766	0.90492654	0.8492651	0.86973	0.8773039	0.8127726	0.8274187	0.9284377	0.88718414	0.9048889	0.88438743	0.77515626	0.85828847	0.9008101	0.79381037	0.8697642	0.84899485	0.8066497	0.87101114	0.86266893	0.8736298	0.8145701	0.9016807	0.83798033	0.90392953	0.8811082	0.857676	0.8206481	0.87832725	0.8524197	0.85317045	0.86048585	0.81947744	0.0	0.9457046	0.8512253	0.85306084	0.74184144	0.9350709
doelpunt/noun	0.928696	0.94094974	0.9532393	0.915787	0.95421946	0.8954666	0.87960625	0.90676033	0.9389315	0.81876403	0.93095237	0.9254262	0.9177791	0.9612736	0.9214181	0.9178796	0.91961735	0.9778517	0.9478653	0.9539915	0.9130876	0.93813586	0.92158324	0.85703266	0.89939713	0.9616244	0.8787197	0.8413149	0.9480233	0.92765033	0.9097071	0.7981189	0.94129604	0.8993369	0.91814184	0.9495296	0.88873017	0.9361876	0.83633107	0.94659513	0.7639517	0.925918	0.91801935	0.95666224	0.9065864	0.8837684	0.9404685	0.9302532	0.92966914	0.9415275	0.9481423	0.9053002	0.9598437	0.9399518	0.96174115	0.8957359	0.94506496	0.9673554	0.946298	0.9522141	0.9548713	0.9016292	0.91528875	0.97273636	0.16727763	0.9139526	0.9086288	0.93254536	0.9342227	0.9591665	0.86217475	0.9009811	0.9278858	0.9578479	0.953967	0.9008056	0.93795675	0.9155518	0.9134323	0.9108094	0.9354365	0.9389775	0.9370956	0.91517437	0.9251692	0.90803075	0.92142725	0.9175524	0.93220997	0.9440054	0.9227441	0.9548955	0.9210463	0.9274895	0.93285316	0.9079483	0.9343375	0.9442663	0.92138654	0.9264803	0.95522034	0.9457046	0.0	0.8942926	0.9668722	0.9004648	0.14004582
overeenkomst/noun	0.7258434	0.8808378	0.7101517	0.8178183	0.82567227	0.86180687	0.9224875	0.81307864	0.8461728	0.85188293	0.82769763	0.75661826	0.7353198	0.85494125	0.85344946	0.91200423	0.8143523	0.9221352	0.921312	0.86357486	0.82169044	0.7398082	0.73972714	0.7883478	0.76384985	0.8873152	0.73254323	0.87342	0.7918334	0.90298426	0.7916786	0.8451509	0.91027343	0.8617141	0.9284124	0.73474884	0.91236675	0.5620326	0.8443013	0.927703	0.91543764	0.84673804	0.89290947	0.6436363	0.845266	0.8384014	0.88443017	0.79406875	0.67839134	0.86900747	0.76930386	0.88829815	0.9252748	0.8761533	0.86404955	0.79127246	0.8425432	0.7794608	0.890265	0.94251615	0.79785967	0.8720285	0.83129174	0.879166	0.87955284	0.8670102	0.8582175	0.839545	0.8526958	0.9029349	0.8766714	0.6628757	0.78650033	0.7048695	0.8500812	0.7748651	0.9216704	0.8033622	0.7971373	0.8277851	0.74104387	0.8113868	0.73636216	0.3614058	0.84577173	0.79878664	0.77650744	0.7636254	0.87468123	0.7029644	0.8121723	0.8392483	0.918553	0.8471358	0.79278445	0.8201562	0.8623347	0.69632614	0.6906388	0.89498377	0.7638162	0.8512253	0.8942926	0.0	0.76438546	0.76473325	0.89604473
toestemming/noun	0.75605035	0.81840813	0.8186997	0.8290413	0.8741169	0.86800444	0.91050214	0.8895458	0.8214964	0.9234619	0.80926263	0.52308655	0.6566843	0.8336407	0.7709189	0.9319909	0.84762007	0.92453897	0.92108124	0.8191011	0.7858939	0.7442341	0.80918455	0.8686291	0.76000583	0.88013947	0.80856943	0.93884856	0.8128497	0.93089575	0.8219729	0.8671729	0.91799283	0.81566226	0.8957736	0.58186024	0.8871087	0.808064	0.9152457	0.9245081	0.9136238	0.8953589	0.8476852	0.6988435	0.9010112	0.87918496	0.87133324	0.8654301	0.7547356	0.82409656	0.8328936	0.87311435	0.91784686	0.914547	0.87475747	0.7939249	0.8918144	0.6955757	0.9021917	0.92180866	0.8597871	0.8836326	0.8465574	0.864865	0.9595239	0.87384546	0.7996159	0.75899804	0.8516255	0.92052406	0.88050437	0.72173667	0.83123183	0.80482316	0.90018487	0.8173769	0.9153875	0.7565731	0.7979945	0.8771006	0.7808981	0.8300035	0.8203989	0.722968	0.9359319	0.8165827	0.8331369	0.8359503	0.8620996	0.85370445	0.8319011	0.85667014	0.91421145	0.71636707	0.8722452	0.83231866	0.87084925	0.5348029	0.84873617	0.88463014	0.76730514	0.85306084	0.9668722	0.76438546	0.0	0.8490524	0.9610604
patent/noun	0.76193935	0.88527477	0.77816486	0.8021561	0.84650993	0.85158527	0.8803637	0.82170326	0.8607189	0.88496774	0.80021554	0.78724056	0.73442745	0.87167585	0.83290565	0.87707925	0.8385523	0.9492256	0.9257602	0.86135465	0.85247046	0.7672477	0.81401384	0.7662966	0.68881214	0.89014894	0.8299482	0.9118342	0.80914235	0.87061095	0.8026498	0.8627701	0.92915154	0.79510725	0.88398504	0.84799695	0.8468256	0.83315897	0.8853862	0.9272128	0.8682826	0.8260081	0.8592418	0.80092305	0.871554	0.81251603	0.85269904	0.80450207	0.77383024	0.8379163	0.83763415	0.86701024	0.911465	0.8945979	0.87285537	0.8037461	0.7568127	0.8373975	0.8870893	0.92649096	0.8863893	0.8806454	0.90670687	0.8986387	0.8818357	0.8378198	0.8865365	0.78906035	0.840387	0.9019394	0.8634506	0.8146917	0.85697705	0.84439176	0.84402084	0.86274654	0.8858975	0.7999772	0.8923016	0.8489617	0.8458406	0.8629463	0.75827944	0.8033606	0.8546088	0.7711377	0.8381018	0.83515966	0.8678527	0.77596474	0.8719873	0.90299726	0.9162167	0.78771585	0.8223276	0.84366906	0.89583206	0.82600164	0.8343892	0.83560514	0.84557384	0.74184144	0.9004648	0.76473325	0.8490524	0.0	0.8965201
goal/noun	0.9330483	0.95164406	0.95257986	0.89963335	0.95355517	0.89207375	0.86249626	0.870048	0.95087254	0.80254734	0.9244524	0.9176687	0.91613466	0.9503806	0.9110678	0.8851892	0.8908415	0.973527	0.95032185	0.95942456	0.9117323	0.93225276	0.9227188	0.8307982	0.895735	0.9572914	0.8876076	0.8529829	0.93713427	0.91962457	0.90138865	0.7938613	0.9383894	0.90076894	0.90537244	0.94283444	0.8803151	0.92787683	0.844424	0.9571256	0.79529417	0.9062355	0.884605	0.9554142	0.88937676	0.8809337	0.94070256	0.92132795	0.94121134	0.9389181	0.94058067	0.9114974	0.96068436	0.9195652	0.9581721	0.8878759	0.93285716	0.9604123	0.94111294	0.9450159	0.95262474	0.8950983	0.9092998	0.9675902	0.20859766	0.90555316	0.895524	0.9249377	0.9375412	0.96976244	0.8726042	0.90414596	0.91663367	0.948319	0.94136995	0.9046405	0.90161055	0.9070179	0.9079932	0.9082391	0.92946446	0.92393637	0.93715674	0.91884786	0.92472744	0.9028064	0.90787536	0.91162926	0.9230575	0.936323	0.9177207	0.9517784	0.90286213	0.92041177	0.9206783	0.9074801	0.9287868	0.94326186	0.9155042	0.92373693	0.9519276	0.9350709	0.14004582	0.89604473	0.9610604	0.8965201	0.0
