	KLM/name	been/noun	immers/adv	langzaam/adj	alsof/comp	mag/verb	inmiddels/adv	zoals/comp	dan/adv	per/prep	Litmanen/name	hoofd/noun	regering/noun	hoog/adj	in/verb	vorder_terug/verb	accijns/noun	loon_belasting/noun	belasting_dienst/noun	teatraal/adj	nergens/adv	verzekeraar/noun	hand/noun	ministerie/noun	ook/adv	Lanaken/name	sanctie/noun	te/prep	tegelijk/adj	handpalm/noun	om/comp	belasting/noun	louter/adj	Camiel/name	premie/noun	frank/noun	heffing/noun	echter/adv	boete/noun	stad/noun	die/det	zij/pron	nu/adv	arm/adj	Informatie/name	glas/noun	hierover/pp	land/noun	daarna/adv	voortaan/adv	en/vg	entree/noun	vinger_DIM/noun	sinds/prep	LPF_minister/noun	hulpeloos/adj	maandag_avond/noun	feestganger/noun	anno/prep	ze/pron	Canada/name	toegang/noun	alvast/adv	rente/noun	voorheffing/noun	bovendien/adv	Henk/name	heer/noun	als/comp	opcentiemen/noun	omdat/comp	tarief/noun	toch/adv	zondag_middag/noun	energie/prefix	het/det	vertwijfeld/adj	Francis/name	lach/adj	netjes/adj	instantie/noun	men/pron	lidstaat/noun	procent/noun	Griek/noun	onroerend_zaak_belasting/noun	verontschuldig/adj	op/prep	beeld_DIM/noun	vinger/noun	ter/prep	boven/prep	over/prep	provincie/noun	terwijl/comp	glas_DIM/noun	dankbaar/adj	inkomst_belasting/noun	toeslag/noun	statie_geld/noun	opslag/noun	meer/adj	staat/noun	toegang_prijs/noun	arm/noun	hij/pron	bovenop/prep	successie_recht/noun	hak/noun	invoer_recht/noun	even/adj	keer/noun	overheid/noun	wanneer/comp	triomfantelijk/adj	tol/noun	fiscus/noun	laag/adj	percentage/noun	administratie/noun	aanvankelijk/adj	taksen/noun	vanaf/prep	hoopvol/adj	zonder/comp	gemeente/noun	eventueel/adj	toelage/noun	dwingend/adj	college_geld/noun	milieu_belasting/noun	taks/noun	of/vg
lidstaat/noun	0.8900838	0.8559029	0.50992703	0.78818834	0.8908711	0.6803153	0.73048824	0.6587585	0.8011831	0.70913625	0.9061314	0.8714014	0.2410295	0.64878714	0.588022	0.6108501	0.38970417	0.68220055	0.8139332	0.8360245	0.7201054	0.7809652	0.8959984	0.7144077	0.77041435	0.9365867	0.49730802	0.8230831	0.7443927	0.8265861	0.5094911	0.5207919	0.8715332	0.9559263	0.7819169	0.67389286	0.5301253	0.6331067	0.55412716	0.7830859	0.6822677	0.73721516	0.77243006	0.766008	0.81153846	0.9488442	0.6823562	0.45722562	0.9130176	0.5818277	0.69012403	0.944472	0.79787076	0.9196218	0.91734916	0.9105393	0.93969446	0.94750786	0.9015412	0.8402385	0.7742608	0.68289495	0.86626595	0.70406413	0.81833714	0.6415322	0.9861055	0.87682444	0.66597414	0.76975167	0.60851383	0.6644401	0.86460316	0.9647107	0.8230195	0.8501601	0.85895485	0.85439557	0.8600181	0.688991	0.7445762	0.6668555	0.0	0.8049755	0.94670117	0.8527078	0.9418254	0.7028146	0.9482499	0.8853838	0.75154984	0.8142009	0.77196544	0.77543473	0.8543607	0.93538475	0.92059374	0.6886821	0.8229877	0.87812483	0.7987649	0.74120975	0.747538	0.9047404	0.88431	0.9022486	0.67477894	0.74716574	0.92801654	0.45910114	0.8878941	0.8719254	0.46833515	0.7264853	0.9184323	0.5610684	0.695085	0.6769382	0.78792936	0.5763428	0.93444705	0.4658662	0.72503674	0.8905495	0.47644937	0.6945398	0.50454354	0.85643095	0.7758161	0.7788612	0.6111192	0.752779	0.67459047
procent/noun	0.6262501	0.9744199	0.42151135	0.8378457	0.945085	0.8038138	0.766494	0.73569775	0.7952075	0.49306297	0.975997	0.83298826	0.73688924	0.34004623	0.43014014	0.7732132	0.52296257	0.4845453	0.543483	0.97319454	0.78951085	0.5679464	0.95289576	0.8709843	0.8445543	0.9139609	0.92719996	0.85880226	0.7806202	0.96751237	0.6361469	0.27231807	0.8614348	0.99580586	0.3333218	0.5415533	0.34411496	0.79187447	0.6002734	0.65332174	0.5747075	0.71163416	0.83782285	0.89274013	0.99952143	0.8727858	0.57555926	0.7082908	0.9610941	0.39360905	0.6304305	0.840371	0.9921568	0.67521507	0.9773544	0.9171154	0.96636826	0.8488047	0.87113136	0.9636118	0.7886017	0.84265697	0.81323606	0.30293077	0.31301808	0.41551328	1.0	0.9406846	0.8078944	0.41631562	0.626906	0.22781605	0.93094695	0.99332535	0.7178097	0.8413696	0.9775925	0.99734235	0.96834457	0.82499117	0.80250525	0.89927495	0.8049755	0.0	0.95563567	0.4883117	0.97595376	0.45452356	0.95896786	0.9768676	0.8207763	0.5242609	0.64627314	0.65373147	0.5895293	0.9330533	0.9948635	0.26507574	0.441634	0.71158475	0.5968313	0.72329825	0.69783664	0.8049489	0.9389086	0.96803826	0.38414043	0.42276698	0.85176057	0.56220514	0.9738415	0.7417588	0.45926243	0.7391603	0.9333474	0.79471624	0.4820938	0.22136927	0.23674893	0.7053785	0.7788456	0.5715567	0.5039668	0.958826	0.6519313	0.52270144	0.4691251	0.7145725	0.8942164	0.7712124	0.47607988	0.5877036	0.63840216
Griek/noun	0.966203	0.875334	0.8901473	0.7543524	0.69867265	0.86943376	0.98321056	0.7813316	0.8227592	0.9267629	0.9291251	0.85050595	0.9784066	0.9177565	0.93056464	0.9538508	0.9300028	0.99267817	0.9398428	0.6974122	0.88761663	0.95837307	0.71174324	0.99105144	0.84067994	0.92188776	0.91664237	0.80652004	0.83318025	0.9839166	0.95354897	0.9384829	0.81144893	0.99646616	0.96666706	0.97436404	0.94943905	0.7995215	0.9714124	0.9749466	0.81671023	0.8339603	0.7723267	0.73673236	0.9972087	0.8433802	0.96903193	0.9664068	0.6948682	0.9668148	0.7913934	0.7307658	0.9236073	0.90435624	0.94214374	0.6400793	0.7940977	0.84897244	0.68262804	0.7262574	0.96756774	0.9919541	0.8398753	0.9574476	0.97622335	0.87539726	0.85731435	0.8291725	0.8734504	0.98726404	0.9008711	0.9854487	0.9029809	0.7657329	0.9698379	0.955275	0.77741706	0.94940424	0.6929281	0.83694017	0.84300315	0.8276525	0.94670117	0.95563567	0.0	0.989181	0.66590095	0.9694024	0.8332121	0.8698803	0.9989137	0.87380856	0.96591836	0.9734738	0.6622581	0.70070267	0.62178123	0.9767329	0.9796586	0.9325506	0.64456373	0.9381705	0.9794308	0.9191374	0.7012643	0.6761102	0.8608587	0.9860494	0.94594306	0.9857057	0.7421957	0.87298954	0.9633454	0.8356201	0.72910815	0.6976317	0.9818552	0.9446426	0.91316557	0.96398324	0.7890845	0.91153234	0.92078805	0.848017	0.9233334	0.97965294	0.9568397	0.9915343	0.87947845	0.96559715	0.99006987	0.9817941	0.7985825
onroerend_zaak_belasting/noun	0.7971793	0.9858709	0.6576685	0.980594	0.90647906	0.6765374	0.9343479	0.8403467	0.8230816	0.56150967	0.9886739	0.97977006	0.85220164	0.6028178	0.63392353	0.7439275	0.6536586	0.5112828	0.5293618	0.97173387	0.87238437	0.62400335	0.9897435	0.86735654	0.8860632	0.80662334	0.80536133	0.91975474	0.7793331	0.99542224	0.77672493	0.53166217	0.8910545	0.98248965	0.3761775	0.81976163	0.42847735	0.82761043	0.73812467	0.884905	0.7672825	0.7050383	0.88340604	0.9102267	0.9752121	0.9755873	0.5181825	0.89112514	0.9427742	0.51342756	0.73160326	0.9105153	0.98200387	0.87806714	0.9748641	0.9834734	0.97635245	0.9100686	0.97614324	0.96957964	0.8460376	0.9107642	0.6778756	0.488158	0.5757681	0.60460216	0.995084	0.9618277	0.9473037	0.5952325	0.7867225	0.34019363	0.9798362	0.9650037	0.90777785	0.8832733	0.98076874	0.99417627	0.98448646	0.7700415	0.8446605	0.8790678	0.8527078	0.4883117	0.989181	0.0	0.9871099	0.8194871	0.966116	0.98326117	0.9610052	0.7758319	0.5408691	0.7389221	0.76811934	0.9724522	0.9620765	0.33631468	0.56725115	0.81766504	0.73398185	0.8733079	0.66845584	0.8965588	0.9749418	0.9844812	0.7099681	0.58518314	0.92371583	0.6352167	0.9788324	0.9173866	0.70432854	0.71474314	0.99586207	0.8387571	0.5302625	0.5078496	0.59764266	0.7281009	0.95461977	0.6793034	0.5360732	0.952269	0.80548865	0.6020509	0.6174753	0.77366287	0.896084	0.75555277	0.6201931	0.7054335	0.8047849
verontschuldig/adj	0.9741038	0.49241006	0.93055147	0.74715745	0.44455528	0.9016875	0.9559129	0.9052845	0.859177	0.9297683	0.92704594	0.6081308	0.97696924	0.9685622	0.9776707	0.97628754	0.98856384	0.9769042	0.9684396	0.76277137	0.90102327	0.95765096	0.49296445	0.9756347	0.8648351	1.0	0.96366346	0.6854179	0.88858014	0.71718216	0.9193201	0.9659776	0.92657834	0.97899985	0.98488575	0.987425	0.9937983	0.93174607	0.99008757	0.9459568	0.85914534	0.7526326	0.8787913	0.5074051	0.9511134	0.7081735	0.9686072	0.84292775	0.6582413	0.98399365	0.808022	0.71942854	0.9231586	0.9903943	0.9102931	0.47689527	0.84342325	0.90683454	0.93884206	0.596097	0.9963355	0.94472957	0.865828	0.98065346	0.9892914	0.9075314	0.68696404	0.852096	0.7899296	0.9918413	0.84074384	0.9885251	0.7926918	0.7907548	0.98793304	0.8608552	0.46685028	0.99910337	0.48713505	0.7478133	0.763209	0.763767	0.9418254	0.97595376	0.66590095	0.9871099	0.0	0.95260847	0.89691764	0.57714045	0.97118413	0.70762527	0.91545767	0.93514955	0.5086504	0.85968995	0.82122326	0.9705001	0.96240294	0.9309622	0.83570385	0.97495	0.91658145	0.9820298	0.44639945	0.55423844	0.90327644	0.97833085	0.94953656	0.9890078	0.52209586	0.9445694	0.9376566	0.7221577	0.47496903	0.98802185	0.96283567	0.988575	0.92840165	0.95058113	0.89870125	0.97885895	0.93048406	0.76485336	0.9508332	0.9596844	0.9778454	0.9801753	0.8327347	0.9557488	0.99717045	0.97485614	0.8106569
op/prep	0.8487787	0.76694673	0.48393226	0.89918613	0.8008805	0.84736764	0.87967	0.7007908	0.7790571	0.6209551	0.8959601	0.86538315	0.5173595	0.4737088	0.38013184	0.7740525	0.55971444	0.7383618	0.7297979	0.95022917	0.7511793	0.89652884	0.80115277	0.9028249	0.8380919	0.80027515	0.91278785	0.8037346	0.75166416	0.84970105	0.5505192	0.42972493	0.8453112	0.9388882	0.7082195	0.5782996	0.41939425	0.83573914	0.61955345	0.6997267	0.60402143	0.83777016	0.92541677	0.82788485	0.94440204	0.72566104	0.7477548	0.7648627	0.8906807	0.5201996	0.62033385	0.8828876	0.8590609	0.73190075	1.0	0.8918528	0.8165509	0.9426094	0.8221661	0.88714135	0.8733133	0.89662147	0.7855928	0.6864324	0.53130186	0.5622859	0.9803401	0.9419816	0.76681125	0.5209887	0.61967623	0.53823686	0.9312413	0.82623833	0.6172538	0.8610603	0.8903961	0.98548555	0.917513	0.823763	0.8612789	0.8637312	0.7028146	0.45452356	0.9694024	0.8194871	0.95260847	0.0	0.90685266	0.8093147	0.59900814	0.70196843	0.610185	0.7013192	0.7091634	0.88956285	0.90701133	0.5646602	0.70660406	0.65702975	0.68744636	0.7457893	0.78686655	0.93564993	0.7745711	0.9139604	0.44909436	0.5875717	0.7170471	0.5923485	0.8240249	0.9092636	0.5226003	0.713326	0.8582787	0.7216214	0.674418	0.48795778	0.5862999	0.66744274	0.850246	0.56672585	0.5180352	0.9280471	0.53048646	0.5896164	0.6070817	0.9102894	0.979155	0.8446397	0.50488466	0.49014318	0.5348097
beeld_DIM/noun	0.97696066	0.81743383	0.94505084	0.87051016	0.8421998	0.7522436	0.9836933	0.8805349	0.85146415	0.7345325	0.94442636	0.74655104	0.99833363	0.8895476	0.98900545	0.9605424	0.95575196	0.9756175	0.9928463	0.8855591	0.911785	0.9569454	0.6789987	0.97549295	0.91771597	0.9821052	0.97460705	0.85559785	0.86551195	0.85602915	0.9391433	0.96659863	0.89454794	0.9524312	0.94522846	0.7966628	0.9677398	0.956734	0.9148728	0.9657755	0.91146153	0.92900723	0.8711811	0.9117425	0.982406	0.6756817	0.97092587	0.9327887	0.78483	0.9354633	0.7920772	0.89105415	0.9051463	0.9022788	0.9528453	0.9135128	0.85654306	0.7765806	0.6201119	0.84014195	0.84931946	0.88691753	0.87412703	0.95889467	0.97181314	0.96590126	0.9095895	0.8476513	0.91447407	0.9776108	0.95319617	0.9280757	0.91784513	0.5559802	0.93860835	0.78821623	0.84675395	0.9588854	0.65364707	0.8864418	0.95348	0.8980681	0.9482499	0.95896786	0.8332121	0.966116	0.89691764	0.90685266	0.0	0.869189	0.9187729	0.78216344	0.94701797	0.9701389	0.8145087	0.3938201	0.5694803	0.97430485	0.9412545	0.9195305	0.96091473	0.9113216	0.9523726	0.508035	0.7732729	0.8581306	0.8981126	0.97182375	0.8743054	0.94466704	0.7463322	0.8183205	0.9618036	0.9072686	0.82153845	0.95926416	0.9870139	0.9094935	0.919083	0.97373354	0.97953135	0.9553965	0.839856	0.88938516	0.93430316	0.97629046	0.9488363	0.93684196	0.90074104	0.91898024	0.95676714	0.93675894	0.63500166
vinger/noun	0.9578464	0.43095064	0.9363742	0.77066076	0.676596	0.866364	0.8207239	0.93702453	0.8348979	0.9361993	0.9468848	0.56006086	0.90814954	0.9520441	0.9278145	0.9257419	0.92153585	0.9286396	0.887772	0.81446457	0.90069085	0.92001045	0.33905035	0.9388666	0.9234377	0.9816714	0.88518584	0.7335845	0.79063755	0.5462183	0.84377426	0.9201681	0.897352	0.692549	0.9435855	0.97536325	0.94500685	0.86570114	0.9191322	0.97706294	0.89335144	0.74330187	0.85537255	0.616727	0.95976996	0.4997213	0.9118184	0.9686512	0.5985216	0.91396797	0.75555366	0.8627221	0.41248965	0.99326134	0.9510702	0.623832	0.8828795	0.86628866	0.8574661	0.55386126	0.8696893	0.96534574	0.8422096	0.9361964	0.95102316	0.9378904	0.85513663	0.70728934	0.8357045	0.9521013	0.8753233	0.9658953	0.88964707	0.8352965	0.97379607	0.8454263	0.69324446	0.93604386	0.6444906	0.8177996	0.8128742	0.784384	0.8853838	0.9768676	0.8698803	0.98326117	0.57714045	0.8093147	0.869189	0.0	0.55130553	0.81700444	0.8988143	0.9410694	0.5234064	0.78891826	0.8323055	0.95114166	0.9357097	0.9335884	0.92315686	0.8948845	0.9123348	0.94316125	0.33818334	0.60926795	0.9480281	0.9200191	0.8558297	0.9087084	0.5351975	0.9363954	0.84259564	0.625872	0.6545326	0.9551519	0.92613083	0.96319807	0.9228391	0.90553147	0.94102913	0.91952413	0.96419597	0.7514211	0.7109242	0.94698787	0.9424333	0.93565506	0.74963665	0.9166915	0.94038874	0.9209455	0.6922436
ter/prep	0.90459126	0.8116381	0.73147297	0.83467084	0.9578747	0.8719648	0.7923461	0.73959243	0.85050774	0.66654134	0.98802817	0.8484385	0.68760455	0.76545614	0.67423797	0.89991224	0.6997755	0.88792247	0.8995302	0.9699801	0.86418784	0.9763205	0.80570024	0.9580321	0.86999905	0.8265251	0.8472749	0.8564415	0.8629461	0.9927898	0.7414194	0.7373035	0.91200614	0.80131686	0.8912399	0.6567981	0.6647854	0.8890082	0.63529265	0.9455855	0.86526954	0.87296915	0.93311274	0.8069668	0.9753949	0.5466274	0.8257202	0.8183094	0.7923965	0.6956334	0.73245215	0.8849269	0.7010395	0.89824986	0.96615624	0.9339531	0.8528924	0.980024	0.9155154	0.8473902	0.70291233	0.5547129	0.8551125	0.8682198	0.87534195	0.81612957	0.9590486	0.8879607	0.87726104	0.88910675	0.7550212	0.8255423	0.9416105	0.917503	0.7285087	0.9066551	0.99718624	1.0	0.94363314	0.97909415	0.9400378	0.9014616	0.75154984	0.8207763	0.9989137	0.9610052	0.97118413	0.59900814	0.9187729	0.55130553	0.0	0.7804017	0.87299836	0.9483705	0.8015781	0.8284768	0.9521365	0.8611913	0.8841464	0.72879136	0.76890033	0.80433756	0.9323957	0.8198158	0.7380728	0.90375966	0.62739533	0.88625973	0.96090597	0.7284211	0.7948773	0.94731146	0.8033774	0.779157	0.95163375	0.9073923	0.8446294	0.78077066	0.88027763	0.91477966	0.8113122	0.6986128	0.6772871	0.7993641	0.6189393	0.8504889	0.68526685	0.88310444	0.98218614	0.9544319	0.8533141	0.7121135	0.58615375
boven/prep	0.7909225	0.6865525	0.72458243	0.6122521	0.6910733	0.86263824	0.80638	0.71550655	0.83890975	0.54070616	0.855219	0.6772192	0.8288408	0.5170821	0.71031857	0.8431487	0.7240593	0.7520682	0.7837036	0.8587557	0.83795416	0.67962027	0.66009176	0.94316846	0.9073233	0.9670753	0.96540475	0.7511789	0.8503878	0.8621143	0.7402913	0.61378133	0.90631306	0.9457584	0.6564338	0.7317703	0.67030466	0.84958243	0.8023115	0.8016403	0.80080974	0.7820934	0.88294864	0.7081076	0.8844098	0.61554384	0.8084314	0.77556306	0.83959585	0.744397	0.6302016	0.7027032	0.93674463	0.6831039	0.9720418	0.84040964	0.91405535	0.7624155	0.8590288	0.8543554	0.83076257	0.8178294	0.829944	0.6023886	0.6574029	0.68203604	0.8421143	0.86945105	0.8124551	0.74819696	0.7921907	0.6555784	0.89424926	0.8714257	0.7439752	0.61710364	0.7328126	0.9821773	0.7318622	0.848005	0.8493197	0.88782775	0.8142009	0.5242609	0.87380856	0.7758319	0.70762527	0.70196843	0.78216344	0.81700444	0.7804017	0.0	0.61846775	0.84256744	0.5640863	0.7902949	0.9121939	0.6753806	0.61712015	0.78048575	0.69629174	0.7919804	0.82566893	0.8094679	0.67090297	0.8001769	0.5398878	0.8338616	0.80545413	0.75318575	0.77460784	0.8119073	0.7137841	0.67988753	0.6823102	0.83034384	0.7544096	0.49690968	0.55410314	0.8059826	0.77147305	0.80704945	0.68570095	0.7972299	0.71162117	0.8301443	0.7026497	0.7749667	0.8359911	0.88281196	0.6740021	0.8421625	0.5949334
over/prep	0.8270287	0.7212633	0.60111123	0.91008496	0.7040173	0.7241899	0.8511727	0.74271905	0.6716859	0.7005789	0.85861236	0.8850696	0.76804423	0.5593919	0.5946362	0.62168825	0.7245598	0.72108495	0.56294906	0.96115005	0.8711769	0.70110303	0.8700281	0.72521615	0.8358765	0.8521568	0.70832825	0.8534059	0.69046116	0.92943686	0.59559214	0.6130104	0.8221544	0.9944912	0.549421	0.8485859	0.5208057	0.7687242	0.6809612	0.96324927	0.8242779	0.66003287	0.8603498	0.82825875	0.9429842	0.9208647	0.38038594	0.8433513	0.8160643	0.5694715	0.62218636	0.8939204	0.91889066	0.93484044	0.9913583	0.8967041	0.995721	0.8832555	0.8627808	0.9103781	0.82634413	0.8960825	0.5918894	0.59922373	0.56262416	0.6097395	0.9591166	0.9656835	0.72040856	0.7820516	0.7076125	0.56048286	0.8620831	0.94688874	0.8764401	0.7859477	0.7240083	0.92688334	0.8975109	0.78556776	0.8066797	0.83718467	0.77196544	0.64627314	0.96591836	0.5408691	0.91545767	0.610185	0.94701797	0.8988143	0.87299836	0.61846775	0.0	0.9588359	0.7435112	0.94461	0.8574175	0.52091306	0.683522	0.90869397	0.9101603	0.8556349	0.59435296	0.9755915	0.83266735	0.9189417	0.65048355	0.6609118	0.67183214	0.68426156	0.8520211	0.86247385	0.7620605	0.5760912	0.8953174	0.8613615	0.47202027	0.574996	0.6976027	0.6022613	0.8418613	0.8046733	0.64963853	0.92851496	0.5225107	0.8510282	0.5905003	0.93018866	0.89885086	0.8635808	0.7020407	0.8493136	0.5887435
provincie/noun	0.9366971	0.92655426	0.6734857	0.9289468	0.9628964	0.8288351	0.87293077	0.83919215	0.9425901	0.65395737	0.98433334	0.9034961	0.7092557	0.7209748	0.62729406	0.6881473	0.6942792	0.7751348	0.7530291	0.935023	0.88393676	0.85046536	0.9495483	0.7292768	0.8411633	0.80226827	0.8738408	0.83579445	0.9242349	0.95191073	0.6621726	0.55663157	0.92712104	0.971576	0.7095823	0.59127295	0.64723843	0.836494	0.79078454	0.21686822	0.63742197	0.88964826	0.9192535	0.73416984	0.78336716	0.9221197	0.7886466	0.7237011	0.968619	0.5193534	0.7465533	0.91393405	0.94551146	0.8847538	0.98659915	0.90112877	0.8645742	0.9016295	0.91920096	0.9701004	0.8984922	0.868497	0.8094282	0.8297104	0.6001067	0.6072627	0.9950384	0.9842516	0.90356773	0.4902072	0.7826796	0.6929854	0.9652348	0.96600974	0.8107814	0.870048	0.9646098	0.96420616	0.9705394	0.8520194	0.624723	0.85073465	0.77543473	0.65373147	0.9734738	0.7389221	0.93514955	0.7013192	0.9701389	0.9410694	0.9483705	0.84256744	0.9588359	0.0	0.80543524	0.9675793	0.9766655	0.72314155	0.74458253	0.7857219	0.7694855	0.69320107	0.7464287	0.94031936	0.91062343	0.99424016	0.6786366	0.74887115	0.9935711	0.82673025	0.9885503	0.8661189	0.50655204	0.8857057	0.92233837	0.85357714	0.80162334	0.73230183	0.7174747	0.68880785	0.89245045	0.63228905	0.8006223	0.9640319	0.88252485	0.26599967	0.761291	0.40642267	0.8669105	0.8159281	0.60265696	0.63104343	0.7777592
terwijl/comp	0.7961576	0.5708592	0.7126839	0.63778615	0.42680752	0.6823081	0.7581121	0.8155111	0.5978627	0.70076466	0.93669236	0.5126512	0.9036243	0.6421061	0.7300964	0.77827585	0.7940773	0.7668656	0.74713755	0.8038144	0.79070354	0.7714076	0.41725087	0.92934203	0.78847945	0.95749134	0.95442283	0.6145314	0.6798346	0.73789287	0.74327457	0.65779316	0.8434993	0.906861	0.6964895	0.84348744	0.7022809	0.7550593	0.8486936	0.8325511	0.7587429	0.66741794	0.72727174	0.48029023	0.9605986	0.5885996	0.8145733	0.7640889	0.4916196	0.6647582	0.6047263	0.75360245	0.68960917	0.82072943	0.94712603	0.46286577	0.8718075	0.6485294	0.7022502	0.55642325	0.90822	0.7775403	0.7436794	0.6434343	0.65954	0.627587	0.7510276	0.72763526	0.5946276	0.68353355	0.6185389	0.6598059	0.8272007	0.7729017	0.88725674	0.7166226	0.55942583	0.9409622	0.6605964	0.64780116	0.68814737	0.76814365	0.8543607	0.5895293	0.6622581	0.76811934	0.5086504	0.7091634	0.8145087	0.5234064	0.8015781	0.5640863	0.7435112	0.80543524	0.0	0.75334424	0.7228788	0.65534306	0.74009097	0.88060904	0.70256793	0.7519991	0.82207435	0.78686637	0.37661576	0.5571202	0.70055604	0.6913675	0.90212417	0.80763596	0.5024911	0.7522945	0.7018219	0.50187683	0.5961671	0.853837	0.7333169	0.5680084	0.57243246	0.8296537	0.6859764	0.81710947	0.7576562	0.63338673	0.75584483	0.7990953	0.7879214	0.8596942	0.6885439	0.7548379	0.7643357	0.8301751	0.5798274
glas_DIM/noun	0.9508021	0.82034713	0.9445032	0.60843694	0.79351926	0.674186	0.99569833	0.8400415	0.7700065	0.70849895	0.96457136	0.81521463	0.9748926	0.9148221	0.9859957	0.9515972	0.95807654	0.94957507	0.9838625	0.84773445	0.92407334	0.9449061	0.6716194	0.9974858	0.86753	0.95408726	0.91897583	0.87805766	0.8897594	0.7797999	0.81125337	0.9513926	0.9437666	0.96315044	0.9133605	0.7818655	0.94700396	0.93484926	0.9052101	0.9688321	0.85838443	0.84168935	0.8245617	0.9439688	0.99196947	0.48562253	0.94163585	0.965993	0.5846286	0.92182815	0.795923	0.87814456	0.89694464	0.8850942	0.925282	0.81600505	0.7668248	0.6150824	0.7054167	0.7325442	0.93609905	0.8169843	0.69500506	0.93834496	0.9498027	0.92810285	0.89898396	0.8702408	0.83470774	0.9753261	0.92270714	0.92796016	0.71867734	0.6414273	0.94701684	0.8908019	0.84304154	0.9844713	0.7205162	0.75589013	0.9581427	0.79297554	0.93538475	0.9330533	0.70070267	0.9724522	0.85968995	0.88956285	0.3938201	0.78891826	0.8284768	0.7902949	0.94461	0.9675793	0.75334424	0.0	0.54661083	0.9487277	0.8876888	0.902392	0.8841778	0.8670199	0.94214046	0.5432217	0.84262836	0.8287314	0.8465888	0.9454849	0.8864922	0.9454149	0.6334126	0.85474795	0.9475565	0.83038205	0.7553996	0.91809773	0.9670861	0.89910585	0.861142	0.974753	0.7845374	0.9212552	0.77347404	0.7092719	0.8968693	0.9534875	0.84595466	0.9098531	0.876114	0.926965	0.93815315	0.90811646	0.5692451
dankbaar/adj	0.987344	0.7933933	0.86217654	0.8954238	0.714257	0.55188453	0.9379437	0.8598113	0.55877316	0.9273144	0.86547947	0.8616394	0.93825555	0.89407825	0.95633686	0.9297372	0.96929497	0.93365484	0.9742538	0.8612888	0.8601945	0.9462858	0.7693133	0.99492735	0.6108645	0.8005455	0.9077618	0.95729834	0.69220275	0.89197195	0.8452659	0.9506121	0.8558308	0.945918	0.95580405	0.98372614	0.9519535	0.7842843	0.9354068	0.98374504	0.75391126	0.66993666	0.80449283	0.9025655	0.99881685	0.8488827	0.9463167	0.9576176	0.6520921	0.8938367	0.79394394	0.96878076	0.8437926	0.95037633	0.8548804	0.8343997	0.83167505	0.70411325	0.7444528	0.55586064	0.9630885	0.9624431	0.6288636	0.95347255	0.98670006	0.8635373	0.83883184	0.7364383	0.67968416	0.98276025	0.7105106	0.9601207	0.6171514	0.71778035	0.9939805	0.9303755	0.7712208	0.94319594	0.6150926	0.8378503	0.92396796	0.65725493	0.92059374	0.9948635	0.62178123	0.9620765	0.82122326	0.90701133	0.5694803	0.8323055	0.9521365	0.9121939	0.8574175	0.9766655	0.7228788	0.54661083	0.0	0.9698865	0.94695014	0.9736914	0.9250231	0.9001924	0.97186744	0.8321613	0.81383896	0.6563889	0.92625356	0.9541493	0.7618186	0.9657765	0.6120721	0.8891248	0.9392377	0.71751326	0.7496183	0.90264624	0.93429065	0.97286063	0.95871043	0.9619336	0.84218407	0.9523403	0.94313383	0.6815266	0.921264	0.9223291	0.9115979	0.96647394	0.83436745	0.9143396	0.97527075	0.94005346	0.7457459
inkomst_belasting/noun	0.75548047	0.9497632	0.40132397	0.9242941	0.8633664	0.65271777	0.74100757	0.74653876	0.68905765	0.62092644	0.9680754	0.9215202	0.67018956	0.44781882	0.34988517	0.5754914	0.45900035	0.36481887	0.36843282	0.9619616	0.7561781	0.46514785	0.9576234	0.7586546	0.77708185	0.8827225	0.83382773	0.8121373	0.7881707	0.9795161	0.58853567	0.19433862	0.7880976	0.96545297	0.2965337	0.65886414	0.23942578	0.70425034	0.48426384	0.81350964	0.62934893	0.6109801	0.842383	0.9063015	0.88958246	0.95606977	0.39505392	0.70815074	0.9312071	0.3866691	0.61816084	0.87837815	0.90259314	0.779088	0.9593182	0.93617463	0.9495281	0.9375406	0.89144665	0.911841	0.74275106	0.7825464	0.6980742	0.30416662	0.28387535	0.47941083	0.9965575	0.8936547	0.7627374	0.4296462	0.59034777	0.21908432	0.90047467	0.96208495	0.82164705	0.85548675	0.90920305	0.89883786	0.97671735	0.69573927	0.64241445	0.8196514	0.6886821	0.26507574	0.9767329	0.33631468	0.9705001	0.5646602	0.97430485	0.95114166	0.8611913	0.6753806	0.52091306	0.72314155	0.65534306	0.9487277	0.9698865	0.0	0.49674416	0.7844158	0.69911826	0.75741684	0.50326276	0.8276918	0.95728374	0.95097244	0.56146336	0.23486483	0.85246855	0.4414599	0.94941235	0.8408768	0.47277105	0.6593265	0.9571316	0.67488873	0.22270453	0.32348883	0.33255255	0.52024305	0.921268	0.4963916	0.49183846	0.9426999	0.5768527	0.5444683	0.49200904	0.7584907	0.8459099	0.75525415	0.46313292	0.6024962	0.6485168
