	blik_DIM/noun	Albanees/noun	been/noun	langzaam/adj	immers/adv	word/verb	miniem/adj	mag/verb	inmiddels/adv	hamer/noun	dan/adv	kersvers/adj	bestuur_kamer/noun	hoofd/noun	omhoog/adv	ogenblik/noun	regering/noun	kerst_pakket/noun	enkel/adv	honderd/adj	hoog/adj	weg/noun	poot/noun	mogelijkheid/noun	gouden/adj	gebruik/noun	accijns/noun	loon_belasting/noun	ingevoerd/adj	teatraal/adj	nergens/adv	hand/noun	ministerie/noun	ook/adv	sanctie/noun	vermaan/adj	vlees/noun	product/noun	tegelijk/adj	handpalm/noun	belasting/noun	staal/noun	nieuw/adj	vriendschap/noun	premie/noun	smaak/noun	frank/noun	ga/verb	echter/adv	stad/noun	rekening/noun	gewicht/noun	soort/noun	nu/adv	zal/verb	arm/adj	glas/noun	rekeningrijden/noun	kop_positie/noun	ontbreek/adj	meest/adj	verlaag/verb	land/noun	Europees/adj	daarna/adv	koers_winst/noun	stijg/verb	euro/noun	voortaan/adv	zenuwachtig/adj	entree/noun	extra/adj	vinger_DIM/noun	deelstaat/noun	vlucht/noun	vermogen/noun	afkomstig/adj	teelt/noun	LPF_minister/noun	hulpeloos/adj	maandag_avond/noun	omroepbijdrage/noun	vrijwel/adv	feestganger/noun	kan/verb	voorwaarde/noun	tel/noun	moet/verb	toegang/noun	boer_DIM/noun	overlast/noun	rente/noun	voorheffing/noun	bovendien/adv	heer/noun	parkeer_plaats/noun	voortreffelijk/adj	binnenlands/adj	verzekerd/adj	tarief/noun	stuk_DIM/noun	particulier/noun	ere_burger/noun	toch/adv	fiets_rek/noun	zondag_middag/noun	hal/noun	hand/adv	roerend/adj	Vlaams/adj	netjes/adj	stroom/noun	lidstaat/noun	procent/noun	onroerend_zaak_belasting/noun	verschil/adj	financieel/adj	beeld_DIM/noun	vinger/noun	te/adv	overschrijding/noun	even/adv	eerst/adj	flink/adj	lokaal/adj	pensioen_premie/noun	provincie/noun	glas_DIM/noun	gewoon/adj	her_stelling_werk/noun	waarschuw/verb	overgekomen/adj	wil/verb	dankbaar/adj	groen/adj	inkomst_belasting/noun	promotie/noun	toeslag/noun	gehuld/adj	statie_geld/noun	meen/verb	meer/adj	1930/noun	staat/noun	arm/noun	toegang_prijs/noun	schoen/noun	troon/noun	successie_recht/noun	hak/noun	hemel/noun	even/adj	invoer_recht/noun	keer/noun	landelijk/adj	overheid/noun	schouder/noun	toekomst/noun	triomfantelijk/adj	tol/noun	procent/adj	fiscus/noun	dringend/adj	alleenstaand/adj	Brits/adj	administratie/noun	aanvankelijk/adj	behaal/verb	taksen/noun	sigaret/noun	Amerikaans/adj	overweeg/verb	borst/noun	hoopvol/adj	kerosine/noun	tentoonstelling/noun	zwaar/adj	zelf/adv	gemeente/noun	eventueel/adj	toelage/noun	steenkool/noun	Londens/adj	box/noun	en/noun	grif/adj	liter/noun	prinses/noun	dwingend/adj	pub/noun	vorm/noun	sport_wereld/noun	kijk-/noun	college_geld/noun	het/adj	huize/noun	fles_DIM/noun	luistergeld/noun	taks/noun	verondersteld/adj	afkomst/noun	spaar_geld/noun
vlees/noun	0.672114	0.9478191	0.7828115	0.73608804	0.74749386	0.80216336	0.686365	0.7989984	0.93465495	0.8745307	0.844005	0.94178414	0.8470109	0.8338629	0.8075822	0.90352833	0.8554355	0.91839087	0.7809527	0.8584349	0.87042797	0.8953454	0.85091347	0.89037013	0.9535774	0.6955877	0.73123956	0.9242383	0.6383526	0.9114621	0.850136	0.7987106	0.8207016	0.86297894	0.84236383	0.90031093	0.0	0.526669	0.8354928	0.8843006	0.8367682	0.5675144	0.7727076	0.8605885	0.91061085	0.50236917	0.904222	0.8619081	0.8814064	0.8853511	0.91299284	0.76995057	0.69369364	0.94454646	0.88462347	0.844932	0.6152416	0.9137697	0.9389439	0.73502177	0.776266	0.91733074	0.768144	0.8028339	0.7191584	0.9380288	0.8277284	0.9349742	0.81535095	0.90639067	0.9143675	0.7759669	0.95032984	0.873964	0.78378236	0.89783525	0.55059314	0.6824018	0.98266697	0.9284052	0.85894084	0.8491379	0.87604576	0.793782	0.81394213	0.8497856	0.83857304	0.8804654	0.9420514	0.78103846	0.79460984	0.91846925	0.89412946	0.7972828	0.9197282	0.9294336	0.48623997	0.65201145	0.92824596	0.81853896	0.5450826	0.72096556	0.9387337	0.87148285	0.9682071	0.87790596	0.9224183	0.97227514	0.89902824	0.93257856	0.7930906	0.7688367	0.81619674	0.86477274	0.9468583	0.7395444	0.8138844	0.8447481	0.7959145	0.7920214	0.8593091	0.9363695	0.96122015	0.81500274	0.861688	0.91079026	0.8868238	0.6613921	0.65844285	0.9725119	0.8484143	0.9618985	0.885106	0.8557028	0.7700279	0.88453627	0.89954495	0.8705919	0.81652	0.7504829	0.91733545	0.7628276	0.9071561	0.90211856	0.86859775	0.93564796	0.8688644	0.91078854	0.9675593	0.87609744	0.8271487	0.81556857	0.8621853	0.94884264	0.88998836	0.8820681	0.8621306	0.9488063	0.81557876	0.8713447	0.8509362	0.93136513	0.94885725	0.96594006	0.7958746	0.948378	0.88568425	0.96612495	0.78913105	0.6246172	0.8327808	0.88071716	0.8111129	0.8903073	0.8201681	0.9990149	0.8314402	0.8241955	0.911578	0.851314	0.94865835	0.64315903	0.878797	0.95975906	0.9403877	0.9355316	0.7204132	0.9378357	0.90343493	0.82585526	0.8580886	0.91933584	0.9803111	0.89895606	0.95416254	0.91830784	0.6992178	0.9326037	0.74667794	0.8156502	0.79339474	0.8754733
product/noun	0.7287872	0.9196877	0.9125215	0.8883289	0.5905018	0.7157949	0.8140712	0.75591016	0.8239567	0.93474114	0.86726856	0.98030746	0.9571569	0.8253299	0.86012495	0.87057763	0.6880272	0.8086029	0.7709557	0.8303519	0.7018566	0.9164399	0.8673235	0.7646333	0.94894814	0.5238161	0.48682463	0.8398966	0.5689839	0.91399693	0.81819934	0.91204953	0.6792235	0.8183974	0.80212826	0.97354966	0.526669	0.0	0.7428233	0.92301273	0.61061215	0.50032765	0.7589562	0.9052856	0.8277761	0.67909175	0.7629848	0.8970687	0.8906111	0.8670586	0.82049465	0.7336386	0.63270706	0.9234279	0.79249215	0.80723804	0.72893023	0.8615995	0.9136588	0.8427222	0.80781806	0.66609067	0.59721166	0.59561765	0.91438246	0.89689183	0.6667268	0.7634536	0.67548716	0.9516281	0.94584656	0.66666484	0.98171085	0.7980233	0.5464884	0.82903033	0.5767231	0.5514959	0.94344985	0.8998156	0.93642044	0.84383976	0.83320445	0.8917918	0.8333117	0.68926835	0.9033883	0.79568386	0.7830441	0.911118	0.80567276	0.7297032	0.842166	0.70041716	0.9723989	0.90176487	0.7208147	0.49628973	0.8104521	0.5539563	0.8562746	0.66720283	0.94506717	0.89251703	0.92223024	0.9783219	0.93219477	0.9864819	0.85361767	0.8864808	0.8679054	0.7291473	0.5266015	0.617431	0.86263245	0.69501925	0.83001	0.92429197	0.94984174	0.92054933	0.76416355	0.89880246	0.93320394	0.76266897	0.6954013	0.842557	0.8473551	0.8752643	0.7289015	0.9502138	0.7805798	0.98545367	0.71498805	0.82696295	0.8169887	0.7325686	0.7832861	0.76145685	0.89019614	0.7591102	0.9060396	0.7838242	0.9733771	0.75564605	0.9532981	0.9015646	0.89128333	0.900466	0.86451197	0.9219165	0.9153776	0.96709347	0.56496525	0.81282544	0.729815	0.69639146	0.9859461	0.90151775	0.9202436	0.80030704	0.7694053	0.84121317	0.9124034	0.91667324	0.82254434	0.76187706	0.8392954	0.89034003	0.48172402	0.6132437	0.7020893	0.7990138	0.947223	0.849149	0.6561816	0.9555773	0.81829673	0.8599634	0.8417664	0.6927296	0.8636405	0.6794802	0.9143065	0.91370296	0.9444518	0.8503082	0.67520785	0.97826695	0.92951965	0.9294183	0.6253693	0.91828144	0.95601	0.87230515	0.92180014	0.9736279	0.72056985	0.9420275	0.6438482	0.8471203	0.80499953	0.88281846
tegelijk/adj	0.8842301	0.8834274	0.86831486	0.76874	0.69073343	0.6704213	0.90500855	0.78735566	0.7921707	0.9002411	0.7316179	0.9854901	0.9125628	0.83884895	0.6860497	0.7547403	0.78598523	0.91262496	0.75649834	0.9135642	0.7005078	0.7743794	0.7064445	0.7497288	0.8781346	0.7152611	0.6624699	0.72821546	0.7597212	0.68149424	0.73682857	0.76635635	0.7886615	0.80419165	0.8800294	0.8712557	0.8354928	0.7428233	0.0	0.82130253	0.68572474	0.82224613	0.74665153	0.8364897	0.7182703	0.79639643	0.80026996	0.7321277	0.6069325	0.8023083	0.813732	0.6860434	0.71819055	0.84027904	0.7122664	0.79260117	0.77475643	0.7862835	0.93859744	0.8821788	0.81228125	0.7198404	0.7901349	0.73862165	0.7960441	0.8624099	0.70878416	0.73938	0.6950933	0.90579236	0.7947191	0.730883	0.71881807	0.83589137	0.87238187	0.80049133	0.7321244	0.81959087	0.92468053	0.88607246	0.8356259	0.9074068	0.8024696	0.6876576	0.862531	0.78091174	0.85699034	0.7170057	0.9193399	0.9046446	0.8631784	0.7618011	0.8167029	0.6808721	0.9232682	0.8646781	0.87932205	0.76689255	0.83929616	0.6229051	0.8017339	0.6879736	0.9483148	0.67728543	0.95243907	0.8678553	0.81941944	0.8561215	0.82966024	0.8988298	0.8388766	0.8023697	0.6716981	0.71207017	0.7310102	0.7107282	0.7785796	0.855847	0.7192311	0.7674413	0.9181862	0.7629343	0.97797155	0.5932449	0.7022317	0.7783416	0.84825796	0.86886805	0.8091784	0.78550583	0.8059514	0.976573	0.8226288	0.7941798	0.7865653	0.79360884	0.87035155	0.78377104	0.7939111	0.80385983	0.8103549	0.75857943	0.83412087	0.79190975	0.765616	0.82653445	0.8583457	0.8838347	0.815114	0.8706371	0.6930152	0.7244341	0.76539725	0.7132759	0.8708752	0.719018	0.8378595	0.67479956	0.75078905	0.78203493	0.83039635	0.8923159	0.65263903	0.83119977	0.84013385	0.77249587	0.7034162	0.9031857	0.6932668	0.72670054	0.86510205	0.8112941	0.8191052	0.7699661	0.765259	0.6684532	0.8742131	0.825768	0.74934435	0.6997705	0.90958977	0.8198488	0.74251014	0.8323673	0.915441	0.913707	0.6174936	0.94695437	0.680468	0.8612517	0.6241392	0.84135723	0.90186065	0.8200584	0.9272253	0.93231344	0.8432208	0.8625593	0.7639752	0.8495484	0.7886032	0.8210578
handpalm/noun	0.85023445	0.9322155	0.4124766	0.6941488	0.96150684	0.8868237	0.94349074	0.83861583	0.87348884	0.7137588	0.86020476	0.9937119	0.8513268	0.51490736	0.6027132	0.9125466	0.92893714	0.91257566	0.95890677	0.9720175	0.9623692	0.79666203	0.7266813	0.9546158	0.7186591	0.9403778	0.9068423	0.95231587	0.9290809	0.7614262	0.824585	0.4381718	0.9443441	0.9548193	0.9854136	0.39563513	0.8843006	0.92301273	0.82130253	0.0	0.93144035	0.8400659	0.98027205	0.96026057	0.921808	0.88497627	0.953455	0.7276449	0.9616784	0.9303691	0.9848152	0.76423025	0.92080796	0.8297559	0.95537686	0.7023717	0.8015752	0.9761044	0.8760206	0.73140943	0.948111	0.9765551	0.83127946	0.9680537	0.8178458	0.9109521	0.91578025	0.9345868	0.9156308	0.68282986	0.9257387	0.935707	0.618788	0.9021887	0.9580678	0.9538591	0.8932905	0.7740106	0.91550815	0.45286453	0.9621345	0.9896037	0.8872465	0.8408567	0.8468164	0.9723667	0.9064117	0.89729726	0.9355028	0.84105086	0.97364944	0.92741364	0.96637017	0.9433848	0.83229387	0.97619504	0.96970165	0.98058784	0.9246279	0.9168941	0.7647567	0.8831533	0.96431464	0.8307351	0.97576946	0.9088026	0.95002306	0.81096554	0.97297233	0.9803272	0.81962776	0.89750636	0.86329204	0.9112918	0.93730843	0.9262788	0.9634308	0.7925954	0.5633534	0.8045931	0.94847196	0.7906901	0.99949586	0.7235479	0.97299296	0.8616127	0.9228308	0.8329357	0.8410764	0.95845526	0.89295757	0.94226676	0.91507876	0.8734213	0.60751224	0.97761345	0.9531077	0.9630795	0.7533994	0.935212	0.9923705	0.95909137	0.85457385	0.91880697	0.43511444	0.93513834	0.8298994	0.8798984	0.9900829	0.86857486	0.5716047	0.7002063	0.95573467	0.8928869	0.97163403	0.8702184	0.52327776	0.9311158	0.5232127	0.96683246	0.96260786	0.9526551	0.91980994	0.93899846	0.9706012	0.9640808	0.84655523	0.92268676	0.8769194	0.6831361	0.96786773	0.96117955	0.3913265	0.90470177	0.8485793	0.9464769	0.88190496	0.8679893	0.94542146	0.9594904	0.9834969	0.9339	0.9481469	0.9566623	0.9724697	0.8965091	0.9032343	0.9370159	0.8688317	0.89031935	0.9227835	0.7127553	0.98002994	0.8572626	0.9798354	0.9351663	0.8778298	0.97546846	0.86521024	0.93677783	0.8804319	0.93690324
belasting/noun	0.9382641	0.7829255	0.91777587	0.8203006	0.3349316	0.5261184	0.84075975	0.67793536	0.7533041	0.95103896	0.6919919	0.9645538	0.9346242	0.87439454	0.51769847	0.89192563	0.62921727	0.77036804	0.67144334	0.70901144	0.39459687	0.8283269	0.8692881	0.6687627	0.87006444	0.7406169	0.35934955	0.43504608	0.53445345	0.9084593	0.81910515	0.870663	0.7327149	0.7787113	0.8422916	0.96438164	0.8367682	0.61061215	0.68572474	0.93144035	0.0	0.7768326	0.7664962	0.92435217	0.34287906	0.8888217	0.47813857	0.68130624	0.74836385	0.8050223	0.3517717	0.65398	0.8224707	0.6557766	0.5103061	0.7654926	0.9006454	0.70040464	0.9632799	0.85850674	0.81996155	0.2861418	0.72333515	0.6080798	0.80541575	0.55314755	0.3845334	0.36912626	0.36087137	0.9273485	0.8811617	0.38396144	0.91832376	0.72638506	0.7224296	0.39753985	0.7466135	0.76528704	0.97299147	0.9281732	0.95236075	0.624182	0.65279394	0.9779236	0.713261	0.5925379	0.8569138	0.46110356	0.7738912	0.8605268	0.76995695	0.31572896	0.34749788	0.43315166	0.9449216	0.8663529	0.9298165	0.6335112	0.6451126	0.2649485	0.857353	0.46326238	0.8748357	0.83050346	0.9245147	0.9273646	0.92478544	0.96079594	0.5008894	0.60536045	0.5849629	0.68950224	0.6086993	0.28646052	0.557993	0.7558868	0.59644973	0.94619644	0.89606816	0.74109924	0.7307453	0.85910887	0.85382324	0.44413888	0.5951107	0.48935384	0.70045793	0.94342726	0.6655719	0.9118063	0.79692376	0.99129796	0.60762995	0.95371556	0.82130075	0.1907121	0.7525505	0.49690938	0.9343623	0.83936536	0.7773962	0.636215	0.96917707	0.6062606	0.9037475	0.7278447	0.91306424	0.95600027	0.38831186	0.91321915	0.88861984	0.89674073	0.47298455	0.68193156	0.59982395	0.4123782	0.92104924	0.7639834	0.92744356	0.66012484	0.35056645	0.32738173	0.81621623	0.5657812	0.8471911	0.57276875	0.7411544	0.68968594	0.4906937	0.5966904	0.7529659	0.64648366	0.9275766	0.97554153	0.7106084	0.9630821	0.72584397	0.78070545	0.5883473	0.47050565	0.6246624	0.740483	0.94957006	0.5023445	0.6425369	0.8995414	0.6085571	0.9573564	0.90286016	0.9365557	0.64432025	0.96007663	0.61141735	0.6937874	0.9148881	0.9627267	0.8699814	0.5576829	0.48817116	0.78183484	0.9394853	0.45870304
staal/noun	0.77373266	0.9303907	0.78703696	0.8153614	0.6795914	0.7581962	0.69655895	0.84769636	0.87107956	0.7044854	0.9303162	0.950842	0.8446254	0.7688117	0.8857078	0.8333378	0.8337354	0.96538025	0.8157337	0.8907366	0.7320769	0.9188228	0.70553267	0.83732575	0.81093	0.64489585	0.611107	0.95441574	0.7172358	0.7791097	0.8168793	0.78150785	0.8423867	0.8837754	0.84468526	0.94874316	0.5675144	0.50032765	0.82224613	0.8400659	0.7768326	0.0	0.78707254	0.9514925	0.8736769	0.85566556	0.83947337	0.81214917	0.8994478	0.95294285	0.90371186	0.71638155	0.68857884	0.94305336	0.92191255	0.89844143	0.6101165	0.97045773	0.9153042	0.7329555	0.82580376	0.8232707	0.7722398	0.69916415	0.81626797	0.9331753	0.87213516	0.8483329	0.80021894	0.93790346	0.8287612	0.7075828	0.92879355	0.8350723	0.8510297	0.9250394	0.6393689	0.74355495	0.99113214	0.89055204	0.93883896	0.86647916	0.829013	0.8041623	0.88411415	0.82417077	0.72326803	0.84128505	0.7828421	0.940358	0.8910904	0.84031403	0.9416775	0.8682616	0.9064012	0.8671039	0.78094745	0.6937518	0.89077365	0.757325	0.5845158	0.7925537	0.95142925	0.9383138	0.9202967	0.88727695	0.7800218	0.9396757	0.93970805	0.9320379	0.7576725	0.7901673	0.7694367	0.7630061	0.92168343	0.775424	0.8397034	0.7348655	0.84506494	0.8424389	0.7872991	0.9202534	0.91957563	0.8489852	0.7831233	0.91950744	0.90244335	0.8664451	0.7705512	0.96991724	0.8615311	0.98958087	0.83905685	0.90504193	0.8417307	0.80806977	0.8895538	0.8276434	0.7969179	0.82985866	0.9692611	0.85833323	0.9426257	0.8838715	0.851634	0.93020034	0.78811896	0.8759097	0.9562685	0.8642281	0.87709105	0.9030507	0.6419475	0.83701015	0.7787902	0.8009989	0.8956593	0.8955704	0.80102247	0.94805443	0.81730545	0.86273885	0.95422095	0.9822914	0.8524704	0.90991634	0.8150987	0.9170381	0.6633467	0.6726563	0.72263	0.90609956	0.7239244	0.84041995	0.85847485	0.83142453	0.7430998	0.8420101	0.9286306	0.803513	0.9165076	0.5876924	0.87903047	0.9123412	0.91917115	0.9482116	0.8447883	0.93828017	0.9000664	0.86960816	0.7330806	0.94141495	0.97225106	0.8475541	0.97489005	0.92021203	0.7888354	0.9720708	0.80359447	0.8978034	0.82221246	0.9399937
nieuw/adj	0.95262647	0.95952743	0.9741548	0.9110775	0.6951946	0.6688881	0.9161069	0.78168553	0.83681244	0.9679309	0.8596691	0.7519483	0.9231718	0.9587292	0.8139473	0.91034406	0.67447066	0.87895435	0.76403624	0.86538	0.7554076	0.86385405	0.88155234	0.7562043	0.8542597	0.6821578	0.64026594	0.87864035	0.5850952	0.8115814	0.8097246	0.9878367	0.8998633	0.76045835	0.5623131	0.9518021	0.7727076	0.7589562	0.74665153	0.98027205	0.7664962	0.78707254	0.0	0.9259373	0.8327035	0.90190685	0.8202408	0.88215446	0.8247993	0.60121316	0.73293245	0.8199684	0.6664648	0.83375514	0.65926445	0.88221896	0.86762255	0.8510722	0.93784773	0.82194895	0.73637617	0.728847	0.78227055	0.64686966	0.8893119	0.8703406	0.8166001	0.8276526	0.65645266	0.9640581	0.74490774	0.6296396	0.9471919	0.7458664	0.8577273	0.8428005	0.82341075	0.7682195	0.94394964	0.95761144	0.9325096	0.7483212	0.835783	0.8384402	0.8249367	0.67577314	0.9374527	0.65366495	0.75701493	0.9494194	0.70990443	0.865965	0.7968415	0.6008209	0.9984979	0.7046269	0.87291944	0.64086765	0.86631644	0.7067679	0.95406497	0.70731354	0.8611349	0.9091322	0.6031461	0.953413	0.78837574	0.98390543	0.8105186	0.7646028	0.7546561	0.8228988	0.63653296	0.8528404	0.80528516	0.5607023	0.63776886	0.95040965	0.953271	0.8865099	0.8489397	0.96522105	0.98194766	0.80719465	0.74213105	0.87794644	0.81773716	0.96674657	0.8172263	0.840162	0.7268234	0.8364113	0.6861128	0.92996806	0.8109919	0.8272535	0.71472466	0.83427656	0.9083438	0.7897101	0.73816615	0.66649115	0.85425395	0.8624065	0.98855263	0.9218829	0.73948646	0.8757916	0.82337016	0.90393275	0.96529585	0.9096107	0.6686864	0.9673297	0.78446424	0.7586621	0.98083645	0.76095986	0.9187834	0.8283663	0.8315321	0.8825836	0.8116536	0.9339905	0.8252665	0.79980266	0.8434725	0.9252988	0.6993892	0.7588315	0.82898366	0.6969649	0.9383708	0.8956481	0.86969566	0.85619587	0.8563428	0.77550477	0.62537223	0.70165324	0.9011459	0.8946389	0.9144923	0.7807359	0.9008432	0.9241944	0.8562872	0.964512	0.7173499	0.92489284	0.8619106	0.9433766	0.87032926	0.8642279	0.9968327	0.963766	0.9493692	0.8123979	0.69854414	0.92528886	0.974849	0.7157031
vriendschap/noun	0.9832579	0.96968925	0.9199997	0.60137784	0.9252428	0.909851	0.98674285	0.8997236	0.95321614	0.966657	0.9101087	0.96278036	0.9921448	0.9484506	0.9203974	0.8996649	0.9857662	0.96975243	0.89673567	0.9952761	0.94605714	0.92919356	0.9483532	0.9017077	0.9454053	0.93765837	0.97567683	0.9953722	0.9748109	0.86661613	0.9434681	0.9467681	0.9965896	0.9365808	0.97553724	0.98907936	0.8605885	0.9052856	0.8364897	0.96026057	0.92435217	0.9514925	0.9259373	0.0	0.9365912	0.6732749	0.94177264	0.80387837	0.8402629	0.98435247	0.9957992	0.9186728	0.7215347	0.9271336	0.98241806	0.87041944	0.94999856	0.9425936	0.8905608	0.83491325	0.90720683	0.98497283	0.9681874	0.97804123	0.8234306	0.9916158	0.92440027	0.96452516	0.9403234	0.9595042	0.988883	0.98138696	0.9514093	0.9940723	0.9926702	0.8397284	0.9846843	0.9287249	0.9941504	0.96113545	0.99758685	0.99859035	0.9651281	0.8467133	0.95253915	0.8491053	0.8881179	0.9598607	0.97959596	0.96414477	0.8547494	0.90415853	0.9970701	0.98306817	0.84203416	0.9883628	0.8997495	0.9726173	0.97406757	0.9583081	0.95711714	0.9742076	0.9853409	0.85702395	0.97750837	0.9426916	0.91977596	0.96855617	0.9331108	0.9964984	0.94397026	0.9353006	0.95725656	0.9265818	0.9945543	0.8468533	0.90240216	0.94589037	0.9786015	0.8805924	0.99376136	0.9145637	0.9791705	0.98178643	0.9520409	0.91157794	0.9857867	0.9449805	0.89961743	0.98699677	0.98099065	0.9976111	0.966774	0.8236671	0.9636593	0.9363343	0.95885205	0.8991578	0.8859457	0.93482095	0.93781686	0.922868	0.9653336	0.9878897	0.91826	0.9731854	0.95388067	0.9348812	0.9780854	0.8784587	0.9183669	0.89050454	0.9777059	0.9642912	0.96918476	0.9565433	0.9640428	0.8341247	0.93131304	0.9356297	0.91309595	0.9263552	0.9479712	0.75016344	0.9494681	0.9935815	0.8765804	0.988455	0.94858956	0.93929595	0.98112917	0.9789075	0.95900005	0.783738	0.9959968	0.98948973	0.98642254	0.9682307	0.9789477	0.95184284	0.95137835	0.93924314	0.97650355	0.87305635	0.998121	0.764184	0.99228173	0.88041025	0.7149505	0.9577164	0.788859	0.9624776	0.9623452	0.9728698	0.99403757	0.8484764	0.96676046	0.9927709	0.97092706	0.78599906	0.7683184	0.928192
premie/noun	0.94877416	0.89006615	0.9145615	0.8549721	0.5305063	0.63486147	0.8642259	0.6833453	0.7551074	0.95007086	0.7356249	0.97698486	0.9550619	0.95807874	0.55144155	0.8710697	0.8151737	0.63641226	0.7966262	0.816521	0.5530971	0.882661	0.8867076	0.7285185	0.84019125	0.84983253	0.64319915	0.40599823	0.73135614	0.9264484	0.84476733	0.9209925	0.7449584	0.79552954	0.8700275	0.971989	0.91061085	0.8277761	0.7182703	0.921808	0.34287906	0.8736769	0.8327035	0.9365912	0.0	0.92445105	0.62784755	0.67544675	0.8295111	0.85478574	0.40992516	0.77529013	0.91783154	0.7687205	0.61987144	0.86717474	0.95033115	0.82737434	0.8639382	0.83513105	0.9201791	0.4156412	0.8910488	0.7745286	0.8406365	0.44839823	0.4270913	0.40052032	0.47258747	0.93131757	0.87059104	0.47231948	0.8914396	0.8605536	0.83410907	0.43816924	0.846436	0.8352936	0.96697307	0.9410159	0.9491196	0.7244959	0.73896146	0.9763753	0.7133961	0.62407875	0.8697659	0.51246697	0.77896655	0.9339818	0.8572236	0.290168	0.41431195	0.44555175	0.9538852	0.85732114	0.9528638	0.771786	0.5311688	0.35792404	0.8391808	0.47586513	0.9313244	0.90508884	0.9307419	0.97636706	0.9354007	0.9493195	0.64366806	0.79238963	0.7552407	0.77409035	0.80705446	0.32743442	0.37261552	0.88044786	0.6180046	0.9167141	0.9072946	0.66449535	0.7578662	0.83260995	0.8216053	0.47709018	0.74551755	0.3294716	0.77081597	0.95538443	0.7122208	0.8862195	0.8968757	0.98789454	0.7801427	0.95695853	0.9202281	0.37921256	0.7061717	0.3389842	0.9569783	0.86114323	0.771191	0.7536169	0.97600365	0.6327592	0.9209107	0.65958124	0.9185239	0.9481734	0.5691242	0.8689853	0.92118967	0.90683836	0.6188984	0.85223836	0.8361219	0.59671557	0.94042903	0.825191	0.92075986	0.8737983	0.42488915	0.42060375	0.86271685	0.55710995	0.91704684	0.561937	0.7458898	0.6426189	0.6050793	0.80997646	0.8791206	0.76013356	0.91321087	0.98935336	0.76891613	0.95486045	0.8902263	0.791636	0.64438045	0.5110607	0.45431656	0.84355545	0.9422512	0.5323434	0.9252592	0.877137	0.74312276	0.9669011	0.91213214	0.97477305	0.7964876	0.96797055	0.7836846	0.6381576	0.84966576	0.98431766	0.9408601	0.75137234	0.6121927	0.82600105	0.9189641	0.4775653
smaak/noun	0.6684605	0.9660727	0.8704332	0.72872186	0.8290155	0.8670002	0.8812785	0.87665796	0.8983129	0.8682447	0.8949656	0.9735166	0.81617683	0.9502467	0.9288768	0.87662417	0.94852895	0.85058486	0.77522683	0.99208194	0.9219003	0.9328398	0.9241795	0.82150906	0.9334282	0.7571638	0.87400544	0.9401192	0.7888524	0.8648352	0.9138928	0.7925459	0.9785517	0.8775471	0.9467476	0.9755172	0.50236917	0.67909175	0.79639643	0.88497627	0.8888217	0.85566556	0.90190685	0.6732749	0.92445105	0.0	0.93080395	0.91444993	0.85860413	0.9284964	0.9308878	0.7727697	0.61169124	0.9579972	0.9418981	0.8710938	0.667868	0.9637172	0.94314927	0.83098257	0.8059286	0.9571058	0.87048316	0.8680751	0.8059928	0.935939	0.90845096	0.95307934	0.8896052	0.86847204	0.9617714	0.9300442	0.95574224	0.9407345	0.95363593	0.8857045	0.7059227	0.57244676	0.9529427	0.9879442	0.83425903	0.9776631	0.9407049	0.75918853	0.87536764	0.90841085	0.9144952	0.9489893	0.9652614	0.9082879	0.7338388	0.90756613	0.9707099	0.80173403	0.8276503	0.9169459	0.5122045	0.83363414	0.9683552	0.93185633	0.6581389	0.91104823	0.9926124	0.89332306	0.9452822	0.92411983	0.9151679	0.9644821	0.91321456	0.94746196	0.83209527	0.86272424	0.8484132	0.9260434	0.9619624	0.65705717	0.8753224	0.8947869	0.8722348	0.7454767	0.92053735	0.89795494	0.9109575	0.89259887	0.78642285	0.93155974	0.89699984	0.6136452	0.6732232	0.9389686	0.8768597	0.9862126	0.9278789	0.76563275	0.7868604	0.9644869	0.8701342	0.946056	0.9165567	0.809556	0.91030586	0.7705741	0.9720111	0.9418902	0.96274024	0.9294639	0.91526806	0.9804538	0.97580314	0.79470223	0.9528081	0.8187565	0.87452376	0.8728683	0.9266528	0.8731549	0.97458607	0.96920824	0.84590155	0.9385544	0.90283614	0.9724002	0.9289693	0.97020495	0.8803868	0.95713305	0.8657616	0.96271056	0.8696528	0.75114775	0.9378898	0.9524786	0.94440657	0.9166966	0.89917743	0.9447563	0.9484286	0.9225818	0.9357456	0.9164394	0.9631471	0.883876	0.9256735	0.9521278	0.9966386	0.7207918	0.8589152	0.97466993	0.815136	0.8866758	0.73810434	0.9766749	0.9947962	0.9323218	0.91878587	0.8243303	0.7041251	0.9823391	0.870072	0.78275347	0.71813196	0.9693196
