	schielijk/adj	Arafat/name	regel/noun	mogelijk/adj	inmiddels/adv	na/prep	stem/noun	dit/det	dan/adv	beslissing/noun	afgelopen/adj	rechtbank/noun	regering/noun	ijlings/adv	stelling/noun	ontslag/noun	gisteren/adv	beschuldiging/noun	hoewel/comp	of/vg	Bill/name	alles/noun	stellingname/noun	Bush/name	wetswijziging/noun	veiligheidsmaatregel/noun	desnoods/adv	noch/vg	mening/noun	getuigenis/noun	woord/noun	ook/adv	schoon_vader/noun	passage/noun	om/comp	Leterme/name	altijd/adv	al/adv	bezwaar/noun	overigens/adv	verbod/noun	staking/noun	boycot/noun	EADS/name	Lagos/name	echter/adv	vervolgens/adv	wegens/prep	die/det	uitspraak/noun	vonnis/noun	zij/pron	nu/adv	Hof/name	zondag_avond/noun	daarna/pp	Europees/name	bestuur_accoord/noun	Blatter/name	brief/noun	Fortuyn/name	weekeinde/noun	veroordeling/noun	definitief/adj	publiekelijk/adj	plots/adj	hof/noun	snel/adj	daarna/adv	uitdrukkelijk/adj	overname/noun	maar/vg	bevel/noun	woordvoerder/noun	uitslag/noun	oordeel/noun	mededeling/noun	Volkscongres/name	doodvonnis/noun	braaf/adj	om/prep	laat/adj	woensdag/noun	in_vrijheid_stelling/noun	jaar_cijfer/noun	ze/pron	nooit/adv	niet/adv	nadat/comp	regeling/noun	decreet/noun	maandag/noun	weer/adv	Ray/name	vergissing/noun	daarmee/pp	toekenning/noun	vandaag/adv	maatregel/noun	wet/noun	half/adj	omdat/comp	uitgeweken/adj	verhaal/noun	dus/adv	het/det	min/adv	bewering/noun	verdachte/noun	afspraak/noun	Hooggerechtshof/name	intussen/adv	probatie_uitstel/noun	Groen/name	duur_voort/adj	Europese/name	afschaffing/noun	door/prep	besluit/noun	Roe/name	Wahid/name	Lodewijk/name	onder/adv	getuige/noun	al/comp	inderdaad/adv	dat/det	zaterdag/noun	steeds/adv	kamer/noun	minister/noun	formeel/adj	verklaring/noun	bekentenis/noun	aantijging/noun	toen/comp	belofte/noun	geleden/adj	federatie/noun	hij/pron	eerste/num	nieuws/noun	scheidsrechter/noun	NIOD/name	aankoop/noun	capitulatie/noun	dinsdag/noun	dag/noun	bron/noun	plan/noun	schorsing/noun	benoeming/noun	stap/adv	invoering/noun	refs/noun	week/noun	maal/noun	standpunt/noun	zolang/comp	Dierckxsens/name	eventueel/adj	arrest/noun	A./name	patent/noun	richtlijn/noun	onmiddellijk/adj	amnestie_wet/noun	bond/noun	deels/adv	overtuiging/noun	haastig/adj	fatwa/noun	waarschuwing/noun
wet/noun	0.9847011	0.7693259	0.2558152	0.5968442	0.7909214	0.7528582	0.8248955	0.77299404	0.941984	0.63253236	0.9623814	0.78715974	0.5350354	0.8241129	0.799118	0.8167301	0.70338035	0.8062719	0.65462136	0.8217944	0.9177609	0.8598829	0.81930315	0.7311672	0.47129816	0.6442578	0.5815343	0.7265901	0.7302724	0.8249017	0.89849585	0.87174803	0.90095884	0.8596464	0.62564564	0.89491314	0.8558179	0.9142182	0.5149283	0.67196846	0.34100574	0.81669855	0.7182672	0.955126	0.8719452	0.5714327	0.84061915	0.80816305	0.70161647	0.6752956	0.74270105	0.6418774	0.83307797	0.63058615	0.9132807	0.92786765	0.6806162	0.83671093	0.9124649	0.87080806	0.9046381	0.89919627	0.7191912	0.6526916	0.8002632	0.93454266	0.6574193	0.73778564	0.874444	0.52580225	0.7787682	0.888858	0.7364599	0.9018022	0.9042481	0.7728114	0.7825575	0.7342746	0.7789352	0.8655977	0.7858714	0.92854536	0.86431515	0.50026786	0.9460111	0.8639673	0.89282334	0.752758	0.76187086	0.29897082	0.49002588	0.88198537	0.925303	0.98365	0.8362964	0.77235883	0.76249444	0.8237396	0.45370388	0.0	0.8844934	0.61837053	0.932774	0.96422213	0.81094414	0.7137351	0.8799062	0.8027929	0.76188064	0.6099055	0.5905329	0.8514792	0.9578326	0.84545857	0.8615445	0.66977346	0.35018957	0.6326442	0.4614784	0.84698194	0.76649606	0.9112527	0.5914425	0.8470664	0.9097201	0.7032392	0.7540085	0.98669225	0.81717825	0.72949016	0.65846723	0.57007086	0.7752279	0.831086	0.76516557	0.90865695	0.8034657	0.9682328	0.62827003	0.85815597	0.9508461	0.95175403	0.9080417	0.90253097	0.8806097	0.8215718	0.87892574	0.9548638	0.855023	0.67926717	0.9013457	0.63936186	0.9754408	0.318434	0.93979037	0.920879	0.9576004	0.75244826	0.4787233	0.99466246	0.60246813	0.7052117	0.8461702	0.75839484	0.4655065	0.6285881	0.76272047	0.68323934	0.8644767	0.89262515	0.76130855	0.6970555	0.72539
half/adj	0.7791978	0.94515014	0.8955016	0.939481	0.86226285	0.6923993	0.9616616	0.95866454	0.92911834	0.8890213	0.80772966	0.9018973	0.94521195	0.9421998	0.8832525	0.75920916	0.8804366	0.9311039	0.9065552	0.85422766	0.9550437	0.9816547	0.9986889	0.9309078	0.91310155	0.8137066	0.92823344	0.9865727	0.93123424	0.92991185	0.78370535	0.97206444	0.9138111	0.9650684	0.92591107	0.93472075	0.9371088	0.6810044	0.9759622	0.87356424	0.9684729	0.8452866	0.94899446	0.97472286	0.91286653	0.93826336	0.8053951	0.87066936	0.86729634	0.8724637	0.92561114	0.8937223	0.9078118	0.9388885	0.80902016	0.7649282	0.9643037	0.9249053	0.92509604	0.89692956	0.8559257	0.782671	0.86113155	0.8759092	0.8890981	0.91622895	0.90540034	0.87329376	0.9383746	0.9823186	0.9032346	0.88206667	0.88814926	0.8297125	0.80004257	0.9562958	0.92892116	0.9089122	0.93188095	0.99095094	0.81040764	0.66054606	0.7730582	0.70795774	0.8690468	0.81093395	0.9600905	0.9871334	0.66764796	0.91117907	0.9793154	0.7886566	0.69745016	0.9311549	0.9369923	0.9939739	0.95025617	0.854017	0.87782604	0.8844934	0.0	0.9475837	0.8463743	0.9148094	0.9960066	0.96006566	0.93288594	0.95885044	0.78287375	0.9499023	0.9125185	0.89038724	0.9986923	0.9831776	0.9426941	0.956685	0.8184945	0.9037786	0.90044504	0.9278842	0.91501606	0.9971477	0.86706525	0.9079263	0.97397697	0.90494055	0.9471887	0.8048866	0.92762804	0.86741126	0.9121459	0.9517145	0.92467386	0.717723	0.9823279	0.6729234	0.85883003	0.6354209	0.95656246	0.7333928	0.6839028	0.7597962	0.8940141	0.94084233	0.93052536	0.7958894	0.8266196	0.4028548	0.99723417	0.95231724	0.83594924	0.90798825	0.9768597	0.8564043	0.96682006	0.47369415	0.74535275	0.9895112	0.92628443	0.8803323	0.8632196	0.963629	0.6937828	0.97516054	0.990658	0.78269887	0.9781334	0.9208249	0.9820077	0.9936502	0.91294754	0.95289576	0.8525517
omdat/comp	0.8457552	0.6539906	0.6675694	0.60223746	0.5558157	0.7142675	0.81445134	0.7701227	0.7089629	0.6552454	0.9028911	0.65348256	0.60844743	0.8790063	0.69046044	0.677347	0.61598635	0.621848	0.38298213	0.7680812	0.86736935	0.7788427	0.74906677	0.71624374	0.6392865	0.79585904	0.5581082	0.7195021	0.61696494	0.7108017	0.75932086	0.6338828	0.82857716	0.75056076	0.6196164	0.8500838	0.68433034	0.7691205	0.6202974	0.509395	0.6064975	0.6942408	0.69923043	0.8920558	0.8410877	0.35233706	0.71154034	0.5201392	0.6289282	0.61625624	0.65038943	0.52226144	0.667817	0.69617313	0.8109275	0.7626385	0.7029873	0.8626461	0.7611649	0.7409127	0.8420802	0.8109226	0.61634946	0.7088766	0.6779947	0.7378109	0.62288785	0.73465025	0.70781565	0.5965979	0.75871927	0.59382534	0.6582979	0.83284366	0.92822593	0.64874035	0.6693152	0.827213	0.6479183	0.8452809	0.7643403	0.8159442	0.83025444	0.7293996	0.9720031	0.73334396	0.61216056	0.63968945	0.48952997	0.69320405	0.6529887	0.7897587	0.79312825	0.9460753	0.71553993	0.5366607	0.7458627	0.7772281	0.70295954	0.61837053	0.9475837	0.0	0.89525205	0.8126795	0.58983094	0.73623073	0.8086027	0.674278	0.68459433	0.7662347	0.61302173	0.659945	0.6445591	0.82190925	0.7204621	0.7072251	0.6324487	0.44329017	0.657446	0.86012566	0.7971168	0.87913525	0.81017333	0.7057336	0.5463253	0.59125537	0.6305668	0.9558055	0.75115585	0.80054545	0.6820073	0.5265049	0.5560125	0.6860868	0.6993493	0.61968184	0.78512263	0.8514291	0.74829304	0.64909756	0.8370565	0.828121	0.73689157	0.83822775	0.8298666	0.8200315	0.7874537	0.8886513	0.78212184	0.72746634	0.79178786	0.6955662	0.9373551	0.60217035	0.7140534	0.8106077	0.8153187	0.69810295	0.40939808	0.92780477	0.5385052	0.6961274	0.8061863	0.8418384	0.6079878	0.4985751	0.7883647	0.6048349	0.67445415	0.6903235	0.6488047	0.80218697	0.6546246
uitgeweken/adj	0.7851809	0.88207686	0.99331313	0.9782582	0.96316886	0.9414321	0.9400023	0.8615568	0.9748549	0.913938	0.80353117	0.92114586	0.8431092	0.8148247	0.8697529	0.84335196	0.9423277	0.8552267	0.7946742	0.95885164	0.9461548	0.9262002	0.86206156	0.8260107	0.81021327	0.8297046	0.94894683	0.9422088	0.8835231	0.916454	0.9785476	0.76580375	0.8728267	0.9411906	0.9179743	0.80561644	0.93300205	0.628019	0.89963263	0.89270043	0.9365708	0.84025776	0.8697961	0.85611385	0.848197	0.84120625	0.9502979	0.9199141	0.8597062	0.93849164	0.9123569	0.81015044	0.98985153	0.94905543	0.88493884	0.96715826	0.9538612	0.8818832	0.8445966	0.8627075	0.85357213	0.94613653	0.9603539	0.8628365	0.84196764	0.9104082	0.9185811	0.93041074	0.9680831	0.89455914	0.9091878	0.75919425	0.9083321	0.97090185	0.8153285	0.9452341	0.9214385	0.83566976	0.87272894	0.9948884	0.8851236	0.9633582	0.83699036	0.90758836	0.94008124	0.87355226	0.8954373	0.9214957	0.8522885	0.8814407	0.9741153	0.88695514	0.7387645	0.95770955	0.9130849	0.9570768	0.9031614	0.885321	0.8415243	0.932774	0.8463743	0.89525205	0.0	0.99941117	0.99880517	0.9546931	0.8739922	0.89734745	0.87116843	0.950668	0.8401607	0.9539203	0.9315915	0.85035944	0.95624703	0.8846862	0.9091004	0.9406408	0.87980366	1.0	0.8333114	0.9896879	0.96944606	0.9197089	0.86283207	0.9694826	0.9485151	0.86969775	0.8178345	0.9673614	0.88322407	0.847433	0.90236723	0.7765593	0.9325532	0.9108768	0.7990378	0.94640917	0.97637033	0.7953696	0.83459073	0.90479416	0.93805295	0.92281985	0.95938456	0.8649968	0.83044326	0.9031408	0.9410516	0.76465136	0.966853	0.88875604	0.9650759	0.91084254	0.86725616	0.8429089	0.9220487	0.8689735	0.87648344	0.91526484	0.90272695	0.9582249	0.96792483	0.8010927	0.94511396	0.94825566	0.8776237	0.8460233	0.9430648	0.9265512	0.8592033	0.909776	0.94475496
verhaal/noun	0.9052622	0.8881503	0.9460955	0.85390985	0.85254663	0.89602894	0.94140273	0.8868154	0.8510314	0.9553002	0.9587996	0.9189997	0.9387152	0.9689889	0.8057795	0.86767054	0.9062683	0.7972398	0.7579626	0.84944296	0.7960059	0.7914754	0.9525893	0.96686876	0.86519086	0.94493926	0.9676529	0.86132103	0.89360523	0.64172244	0.64482576	0.8934068	0.70707375	0.689589	0.94847184	0.9931531	0.787058	0.88860387	0.907766	0.7487771	0.9391789	0.991681	0.95598525	0.9703524	0.96329105	0.8044212	0.69796014	0.9423061	0.8498612	0.9119236	0.8797723	0.89387786	0.88025016	0.95934683	0.9182762	0.73726004	0.95202607	0.92921054	0.9282684	0.8113135	0.8387116	0.8260269	0.9699093	0.94636345	0.91086525	0.8222884	0.82915103	0.9359142	0.90139735	0.91228825	0.94086194	0.77746683	0.8381882	0.835376	0.93538576	0.83440393	0.9021377	0.93173945	0.9409251	0.7717035	0.9023893	0.84885335	0.9467918	0.99125725	0.9086349	0.8111431	0.8520395	0.8680056	0.84747094	0.93009794	0.9234786	0.9298051	0.75677294	0.709702	0.9173232	0.90182817	0.8942278	0.9695187	0.93869853	0.96422213	0.9148094	0.8126795	0.99941117	0.0	0.81671566	0.9082366	0.7623828	0.67287064	0.8278806	0.9414753	0.960041	0.85976183	0.93820095	0.97201926	0.73105687	0.97065395	0.9696832	0.8040829	0.89068097	1.0	0.9697809	0.833902	0.7209337	0.7155895	0.84313285	0.7662151	0.85669094	0.98331606	0.8362827	0.9349401	0.9828569	0.84054303	0.6958435	0.79432714	0.8706733	0.8036661	0.8662746	0.9250075	0.93608195	0.80911446	0.89355487	0.69079363	0.9772139	0.6928499	0.9516906	0.9586003	0.98583853	0.9815985	0.6403205	0.8698498	0.9625398	0.9907778	0.97807455	0.9790697	0.97358793	0.9487012	0.9224786	0.87069815	0.87590533	0.93444407	0.9064675	0.8157973	0.8950863	0.9101219	0.9522825	0.97620827	0.9552561	0.9543531	0.76335275	0.92421126	0.8218926	0.99707115	0.9347262
dus/adv	0.8935422	0.9004152	0.83267283	0.67983764	0.73711586	0.8148393	0.9018312	0.76594806	0.52295196	0.84668726	0.9515337	0.9454684	0.81900895	0.9306658	0.7234714	0.9162443	0.8352052	0.92990905	0.7406359	0.8679442	0.9698623	0.63244164	0.87969583	0.8194393	0.7748763	0.9409661	0.9103753	0.89834064	0.81736535	0.8948403	0.81077623	0.6773236	0.94979954	0.84289545	0.73656505	0.84660596	0.5591037	0.69578624	0.8591817	0.6667647	0.8696674	0.94438344	0.8813684	0.97915226	0.9794809	0.62150556	0.79471743	0.9300311	0.72998774	0.85566425	0.9216299	0.7421291	0.6878321	0.906901	0.8056598	0.735742	0.8735056	0.93263227	0.95131165	0.87719077	0.88061345	0.88849604	0.9223572	0.82277274	0.830799	0.6791716	0.83017427	0.6516299	0.6225377	0.834592	0.9067178	0.40360433	0.91224355	0.9605094	0.91446817	0.8742446	0.7635645	0.93782914	0.9865957	0.78599286	0.8863349	0.851837	0.9604333	0.92473096	0.90192443	0.6675571	0.7421877	0.7286066	0.8794657	0.8229705	0.7943025	0.9573137	0.7060912	0.9720929	0.7663413	0.83055824	0.9019946	0.8727038	0.8252616	0.81094414	0.9960066	0.58983094	0.99880517	0.81671566	0.0	0.88193566	0.91563326	0.86836743	0.95705616	0.8307663	0.9072414	0.70874333	0.9893394	0.82804847	0.81007475	0.9258442	0.8889872	0.81540287	0.88691837	0.9087078	0.97212505	0.96805674	0.9262568	0.897936	0.52639294	0.64391077	0.5382068	0.994195	0.76328	0.84333587	0.8307433	0.8287215	0.8648571	0.9205439	0.820447	0.77677345	0.87781787	0.97052604	0.94096315	0.76738346	0.97766393	0.7138889	0.89512527	0.95090145	0.93817806	0.96428144	0.95542425	0.8361439	0.8223386	0.8388272	0.928939	0.86276495	0.94154406	0.82655203	0.7999091	0.9432984	0.9718813	0.8577951	0.6567294	0.9928115	0.8897596	0.8806173	0.9711121	0.9422007	0.8272933	0.83109426	0.9126911	0.81062704	0.88315094	0.8293866	0.70612216	0.9107452	0.8989235
het/det	0.81120133	0.7751033	0.8020986	0.8685159	0.82090306	0.8273059	0.7890184	0.44965726	0.9683616	0.587518	0.8403465	0.6169125	0.6379354	0.80477244	0.85492706	0.79970074	0.5263585	0.84949136	0.7140945	0.96512926	0.96361685	0.93470705	0.6797136	0.6749071	0.7396114	0.79851156	0.5861504	0.8028241	0.7621465	0.8214622	0.88690245	0.9001818	0.94574356	0.61237067	0.7376046	0.86227	0.9278095	0.89447945	0.63525033	0.69753265	0.5304229	0.86047244	0.8028138	0.8294069	0.95255995	0.6350734	0.7458968	0.7175249	0.9417642	0.49156356	0.5321225	0.80822456	0.89716566	0.46665007	0.875643	0.9279945	0.5730928	0.7946778	0.88000965	0.91049075	0.85572785	0.78395516	0.5668385	0.5310178	0.8535329	0.9076309	0.5627756	0.93316627	0.81871724	0.52109396	0.8512409	0.9334445	0.7125296	0.81343365	0.76234156	0.44182307	0.83584166	0.6654333	0.6561911	0.823707	0.92938405	0.8505764	0.7091048	0.85054064	0.94806165	0.9064959	0.9206839	0.91782427	0.5896726	0.82380927	0.67039394	0.71027744	0.930498	0.9654265	0.89212745	0.54386073	0.8404787	0.5980653	0.7843796	0.7137351	0.96006566	0.73623073	0.9546931	0.9082366	0.88193566	0.0	0.9214355	0.7441786	0.84059083	0.8413726	0.5168177	0.8442235	0.87467575	0.85949	0.84200513	0.5804489	0.7203026	0.68099856	0.5388242	0.59953845	0.63255954	0.8311259	0.8379932	0.8225939	0.84219706	0.8597735	0.6482706	0.8920528	0.89657754	0.6894078	0.75666857	0.62592065	0.8778607	0.8939203	0.8402003	0.81041944	0.9019727	0.87590575	0.763307	0.8727759	0.93188936	0.7922505	0.9623451	0.74977136	0.8680522	0.89293003	0.6968212	0.85713583	0.73651516	0.8890181	0.86884886	0.6299626	0.9832032	0.74674	0.913774	0.72698116	0.8695835	0.71598697	0.688427	0.96512437	0.72861016	0.44369388	0.9185051	0.7541841	0.6561124	0.70020115	0.7611742	0.8699446	0.78688246	0.92687535	0.8105955	0.7394473	0.8907347
min/adv	0.90167093	0.6953609	0.883802	0.8306812	0.78895926	0.86643773	0.8679323	0.8288478	0.8933481	0.83444166	0.91799486	0.9467827	0.7806528	0.8933812	0.7420511	0.8346583	0.7576148	0.76746	0.7261397	0.8929335	0.89437544	0.7789222	0.84274924	0.8079883	0.74565005	0.9019157	0.8471694	0.77960277	0.7792564	0.80490184	0.73394114	0.85798013	0.80205697	0.73229384	0.79578376	0.9035057	0.88589007	0.89459956	0.79732853	0.6526194	0.8477541	0.8391248	0.7493402	0.93825555	0.954614	0.6602217	0.77551514	0.93237996	0.7348586	0.80933404	0.8362152	0.6707219	0.7397851	0.9372058	0.8051326	0.91521966	0.95684123	0.81065655	0.80073905	0.78066397	0.73746896	0.86089337	0.85111153	0.7021375	0.82781476	0.8116339	0.84227633	0.8179425	0.8802414	0.75362796	0.7383543	0.8521459	0.8911479	0.8616694	0.8276871	0.79343843	0.77038234	0.9408965	0.8022059	0.86842877	0.93533105	0.8727978	0.82163835	0.9246634	0.7748063	0.75243306	0.7895193	0.7502978	0.7478217	0.8012204	0.9005686	0.79943633	0.862352	0.96980774	0.8286461	0.7778822	0.9233865	0.7367223	0.85082966	0.8799062	0.93288594	0.8086027	0.8739922	0.7623828	0.91563326	0.9214355	0.0	0.68979	0.88069665	0.80121315	0.9041742	0.814007	0.99842674	0.8886763	0.7882197	0.92978597	0.84293544	0.8355554	0.80714077	1.0	0.9645759	0.8165859	0.90662444	0.78863496	0.8646431	0.74601996	0.8156702	0.98246795	0.87432295	0.94644475	0.8389133	0.7540406	0.6433475	0.8709697	0.8023485	0.81989145	0.84637475	0.91040343	0.71318775	0.72013474	0.9011253	0.89565814	0.92071235	0.7766033	0.9015283	0.89588594	0.78972465	0.9189272	0.79016316	0.8180148	0.9072098	0.85317385	0.9418238	0.86725825	0.914166	0.79685026	0.7856238	0.68263435	0.7770404	0.9463002	0.8284669	0.8667809	0.87056136	0.9376282	0.8690641	0.9155639	0.9782626	0.80899924	0.88141066	0.8551876	0.8991165	0.9952935	0.7943959
bewering/noun	0.86271167	0.4980445	0.83714217	0.86586577	0.7312151	0.8613269	0.7730342	0.86760396	0.905366	0.70141536	0.8959954	0.71630955	0.55453455	0.73576576	0.57358027	0.7791561	0.58125913	0.4699334	0.5398406	0.8886422	0.73192036	0.93994236	0.6888133	0.5365014	0.6958052	0.8377894	0.7853718	0.51314443	0.709396	0.56570673	0.6378351	0.84629035	0.77856475	0.5283638	0.8278791	0.63689744	0.81969935	0.8782182	0.62327236	0.46297902	0.6919346	0.8994194	0.8005635	0.9298173	0.88040125	0.47593093	0.7997922	0.76391613	0.6433703	0.60468507	0.72154355	0.67138386	0.86108184	0.7789858	0.78638434	0.88160443	0.845582	0.8915079	0.7053341	0.5649263	0.6466299	0.8688063	0.71796536	0.780908	0.59243315	0.867643	0.6398921	0.956625	0.8635596	0.64256	0.8158865	0.84517753	0.6330775	0.6186471	0.80484164	0.6369258	0.5648061	0.8958312	0.6456531	0.9725572	0.88647383	0.8250048	0.8194373	0.89083874	0.91056085	0.9066944	0.70187664	0.7568285	0.66296566	0.7903136	0.80107003	0.8438635	0.9285666	0.93170595	0.7815368	0.49710113	0.7534612	0.7563672	0.73869103	0.8027929	0.95885044	0.674278	0.89734745	0.67287064	0.86836743	0.7441786	0.68979	0.0	0.6230421	0.80815065	0.6978571	0.73816353	0.8896224	0.778172	0.7165365	0.82445806	0.83751804	0.70797753	0.65964556	0.85380536	0.7840748	0.8861177	0.8284006	0.55931616	0.6960364	0.8462419	0.80977035	0.9820295	0.7226326	0.92425716	0.6435709	0.5599844	0.4936738	0.63098514	0.4399827	0.7640034	0.68185157	0.9014779	0.71973234	0.7104627	0.92982644	0.8600498	0.9283799	0.5217086	0.8552576	0.8359707	0.8664543	0.9373427	0.4076426	0.78326315	0.9207052	0.66841924	0.96669793	0.88931847	0.9533659	0.8334626	0.7998331	0.6008419	0.7057947	0.95077133	0.79354167	0.70033973	0.8014691	0.907445	0.80850947	0.809671	0.75781155	0.822271	0.6730511	0.79850316	0.8286555	0.79853034	0.64743686
verdachte/noun	0.8895806	0.6940951	0.78930795	0.7374989	0.6891047	0.6514901	0.9610631	0.86796653	0.9484496	0.7718668	0.8557453	0.3901016	0.79523516	0.7947255	0.8211862	0.72880864	0.5728961	0.4068064	0.6693293	0.8344795	0.83063173	0.89716566	0.82563233	0.7575383	0.761713	0.60286105	0.80683136	0.74909484	0.7986629	0.46062183	0.86938155	0.9318031	0.61455894	0.8189605	0.871193	0.79985553	0.83717394	0.7940954	0.7130326	0.74071574	0.76777655	0.80504215	0.7245425	0.9068683	0.8661722	0.6204531	0.8259737	0.52535105	0.7357917	0.6450383	0.6247085	0.60790914	0.9535361	0.7253952	0.82197505	0.7929613	0.8311339	0.95852095	0.72590274	0.71860886	0.8772912	0.88783365	0.46509093	0.76951724	0.6245862	0.7845233	0.45706594	0.8262496	0.83939433	0.78164214	0.85209006	0.8744946	0.66887146	0.75089777	0.8743314	0.74794513	0.7878643	0.88168657	0.6085855	0.9682134	0.81805223	0.77664065	0.747169	0.53720427	0.831986	0.8297931	0.8013617	0.88048816	0.6086651	0.7698103	0.8743666	0.7507255	0.8029556	0.8467176	0.85212934	0.7163137	0.7919891	0.81136143	0.8287345	0.76188064	0.78287375	0.68459433	0.87116843	0.8278806	0.95705616	0.84059083	0.88069665	0.6230421	0.0	0.85952026	0.6758694	0.75194085	0.6459764	0.8711487	0.80874586	0.85754657	0.78310335	0.7053099	0.7708875	0.87798923	0.7620663	0.8569566	0.7571879	0.35154432	0.9006385	0.9064195	0.9000819	0.8800054	0.8272235	0.75535095	0.82039773	0.5598477	0.39512444	0.2780227	0.698676	0.84237087	0.87495685	0.89508986	0.8448315	0.6175612	0.80604696	0.8891391	0.9074839	0.82065004	0.9037395	0.92873394	0.7560807	0.8947526	0.751217	0.9257946	0.8277024	0.83696157	0.8945826	0.82280815	0.9248059	0.83904463	0.7912974	0.83680105	0.7826158	0.7950509	0.65299165	0.6807455	0.4706444	0.8727308	0.85666525	0.574361	0.851704	0.8530314	0.8432786	0.8286263	0.77232885	0.7319572	0.7299589
afspraak/noun	0.92597866	0.84600127	0.45397657	0.7819023	0.8608229	0.83591646	0.9351233	0.87339973	0.8796974	0.659969	0.91661185	0.93115044	0.7374712	0.883269	0.8599251	0.7129653	0.81279784	0.85556257	0.65061164	0.8299619	0.9270109	0.8355713	0.80693114	0.87559634	0.69395626	0.79109716	0.8140025	0.8411691	0.7973608	0.8954141	0.9506758	0.8552172	0.8425764	0.9316061	0.73039734	0.8226697	0.86726606	0.89528495	0.62472796	0.757723	0.5856255	0.7495767	0.71452534	0.9470451	0.95221055	0.719898	0.89694476	0.94368964	0.7525216	0.8363325	0.8882747	0.6913934	0.8081113	0.8664658	0.80218756	0.8756322	0.8348676	0.43387854	0.9120228	0.8042137	0.77226996	0.95010203	0.84391445	0.7183523	0.8477713	0.9192152	0.90540045	0.8436513	0.8094977	0.6089414	0.73507833	0.86602145	0.80664474	0.83303654	0.8046533	0.8503305	0.76690567	0.877753	0.8951033	0.9159066	0.704188	0.9133284	0.8215526	0.7311218	0.8608844	0.9081924	0.8860907	0.7390088	0.82445323	0.4379806	0.7318796	0.79928315	0.9181743	0.97879225	0.88391733	0.6759489	0.78866994	0.7981621	0.522854	0.6099055	0.9499023	0.7662347	0.950668	0.9414753	0.8307663	0.8413726	0.80121315	0.80815065	0.85952026	0.0	0.8529316	0.9028263	0.94085413	0.92929745	0.8826166	0.7845211	0.6493899	0.86950886	0.645887	1.0	0.86920005	0.9430242	0.81729543	0.7834678	0.7834482	0.8145771	0.8778954	0.8423689	0.83248246	0.9060963	0.8001277	0.6933912	0.8006956	0.8562209	0.8231082	0.8949696	0.58372766	0.8958931	0.6736721	0.9056253	0.90704465	0.94159174	0.8870826	0.9314063	0.78999203	0.8808581	0.8233308	0.88367814	0.9129381	0.63811684	0.756683	0.7182421	0.96224284	0.60780126	0.9032717	0.8779454	0.93881404	0.6649304	0.62294716	0.8215909	0.74554515	0.85199213	0.9709496	0.84029144	0.5927746	0.8835508	0.9360365	0.63285947	0.9352243	0.91372925	0.8932251	0.8633876	0.73151624
Hooggerechtshof/name	0.77072227	0.5609206	0.78036016	0.7686917	0.8960947	0.69473684	0.79372656	0.6647539	0.94911987	0.60761464	0.8211046	0.30207682	0.48739576	0.7787412	0.80507493	0.6975675	0.51399475	0.7195746	0.641706	0.8685304	0.82814467	0.94319373	0.5835451	0.4832011	0.6296199	0.7899726	0.59977317	0.7451338	0.71407115	0.7796016	0.8927371	0.932855	0.87740034	0.6958034	0.6493194	0.68705535	0.9033402	0.82961833	0.54984397	0.67871654	0.5056222	0.7421684	0.7104588	0.82854545	0.73723763	0.53811085	0.8845731	0.60364395	0.66972363	0.44889265	0.379241	0.6599878	0.8767768	0.28667295	0.8563026	0.91230726	0.4480515	0.8477303	0.72050095	0.81700563	0.75626516	0.82319146	0.52553415	0.41899586	0.6486734	0.87245804	0.294841	0.877796	0.88892126	0.5026599	0.80526227	0.906084	0.5697408	0.7898312	0.76449186	0.5904032	0.7538421	0.61276567	0.5158577	0.90208143	0.77566385	0.8490514	0.688923	0.7005471	0.77174187	0.8368033	0.8623859	0.8330412	0.5893377	0.72254294	0.6320775	0.6481471	0.90498585	0.947482	0.80735856	0.5220548	0.7888657	0.6282394	0.7255439	0.5905329	0.9125185	0.61302173	0.8401607	0.960041	0.9072414	0.5168177	0.9041742	0.6978571	0.6758694	0.8529316	0.0	0.84643203	0.7485968	0.8209132	0.89815754	0.48949182	0.6408018	0.5896236	0.5261438	0.6322694	0.6218765	0.8578757	0.8179208	0.7502157	0.92678463	0.7914723	0.7300162	0.83119404	0.8556037	0.7413703	0.59474206	0.45250857	0.7313449	0.78081983	0.765083	0.7968043	0.83183044	0.8543001	0.6545563	0.72511554	0.8099624	0.81813896	0.8013682	0.75922996	0.84001696	0.8635845	0.5738157	0.812986	0.82564646	0.79430884	0.74183184	0.5702559	0.98112744	0.7145674	0.8153895	0.6854919	0.8385441	0.6127149	0.59575534	0.8885887	0.5832428	0.39196664	0.76827717	0.82173	0.7219924	0.5784509	0.67609674	0.68279946	0.76900595	0.7907431	0.6301761	0.59635437	0.6576503
